fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,568675000,79179000,10315126000,611409909,0.13,0.008,0.116,0.145,0.114
2022-06-30,557300000,110963000,10238690000,610359909,0.182,0.011,0.134,0.839,0.714
2022-03-31,532310000,92615000,10182856000,609844461,0.152,0.009,0.12,0.614,0.503
2021-12-31,520225000,74543000,9797742000,601045438,0.124,0.008,0.121,0.054,-0.005
2021-09-30,509532000,69177000,9482980000,594893674,0.116,0.007,0.11,1.118,0.996
2021-06-30,491633000,60338000,8580039000,568718544,0.106,0.007,0.093,0.406,0.386
2021-03-31,475225000,57367000,8580113000,567650434,0.101,0.007,0.057,0.148,0.1
2020-12-31,464100000,70699000,8504825000,567117666,0.125,0.008,0.045,0.36,0.299
2020-09-30,459184000,32654000,8280868000,560534032,0.058,0.004,0.036,-0.031,-0.07
2020-06-30,449755000,42903000,8293764000,560532679,0.077,0.005,0.019,0.102,0.032
2020-03-31,449789000,49956000,7908243000,543767670,0.092,0.006,,,
2019-12-31,444277000,51992000,8214422000,541642725,0.096,0.006,,,
2019-09-30,443326000,33707000,8097260000,538356606,0.063,0.004,,,
2019-06-30,441582000,38942000,7957679000,525126947,0.074,0.005,,,
2021-12-31,1996615000,261425000,9797742000,601045438,0.435,0.027,0.095,0.332,0.257
2020-12-31,1822828000,196212000,8504825000,567117666,0.346,0.023,0.033,0.349,0.288
2019-12-31,1764685000,145463000,8214422000,541642725,0.269,0.018,0.024,30.524,29.379
2018-12-31,1722962000,-4927000,8229111000,520647977,-0.009,-0.001,,,
