fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,4451000000,329000000,6034000000,235500000,1.397,0.055,0.003,-0.044,-0.034
2022-06-30,4698000000,441000000,6182000000,236400000,1.865,0.071,0.065,0.023,0.029
2022-03-31,4313000000,18000000,6218000000,236600000,0.076,0.003,0.114,-0.952,-0.952
2021-12-31,4193000000,286000000,6286000000,235907026,1.212,0.045,0.116,0.051,0.055
2021-09-30,4439000000,344000000,6253000000,237900000,1.446,0.055,0.207,-0.222,-0.225
2021-06-30,4411000000,431000000,6242000000,237800000,1.812,0.069,0.479,3.225,3.204
2021-03-31,3870000000,378000000,5839000000,237400000,1.592,0.065,0.148,0.556,0.55
2020-12-31,3757000000,272000000,5689000000,236686265,1.149,0.048,0.023,-0.068,-0.072
2020-09-30,3679000000,442000000,5310000000,236800000,1.867,0.083,-0.036,0.204,0.206
2020-06-30,2983000000,102000000,4832000000,236600000,0.431,0.021,-0.259,-0.625,-0.625
2020-03-31,3372000000,243000000,4723000000,236500000,1.027,0.051,,,
2019-12-31,3672000000,292000000,5284000000,235680470,1.239,0.055,,,
2019-09-30,3817000000,367000000,5247000000,237100000,1.548,0.07,,,
2019-06-30,4027000000,272000000,5079000000,236900000,1.148,0.054,,,
2021-12-31,16913000000,1439000000,6286000000,235907026,6.1,0.229,0.227,0.359,0.363
2020-12-31,13780000000,1059000000,5689000000,236686265,4.474,0.186,-0.09,-0.148,-0.152
2019-12-31,15135000000,1243000000,5284000000,235680470,5.274,0.235,-0.018,-0.073,-0.072
2018-12-31,15419000000,1341000000,4630000000,235861434,5.686,0.29,,,
