fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,5674000000,344500000,11402000000,254400000,1.354,0.03,0.049,0.064,0.109
2022-06-30,5427300000,377900000,11457900000,254300000,1.486,0.033,0.154,0.511,0.586
2022-03-31,5289000000,39900000,11578400000,259300000,0.154,0.003,0.218,-0.645,-0.636
2021-12-31,4867800000,182300000,11697200000,263200000,0.693,0.016,0.134,0.199,0.2
2021-09-30,5409800000,323700000,11670300000,265000000,1.222,0.028,0.211,1.28,1.275
2021-06-30,4702300000,250100000,11451100000,266900000,0.937,0.022,0.11,0.401,0.362
2021-03-31,4342900000,112500000,11051900000,265900000,0.423,0.01,-0.023,-0.24,-0.26
2020-12-31,4292300000,152000000,10963000000,263300000,0.577,0.014,-0.03,0.097,0.077
2020-09-30,4468100000,-1156000000,10630600000,260400000,-4.439,-0.109,-0.039,-4.719,-4.682
2020-06-30,4235300000,178500000,11713100000,259500000,0.688,0.015,-0.097,-0.293,-0.299
2020-03-31,4446600000,148100000,11482400000,259200000,0.571,0.013,,,
2019-12-31,4424200000,138500000,11825200000,258400000,0.536,0.012,,,
2019-09-30,4651600000,310800000,11669900000,257800000,1.206,0.027,,,
2019-06-30,4690000000,252600000,11827700000,257300000,0.982,0.021,,,
2022-09-30,21256500000,944600000,11402000000,254400000,3.713,0.083,0.134,0.127,0.174
2021-09-30,18746100000,838300000,11670300000,265000000,3.163,0.072,0.066,2.213,2.192
2020-09-30,17578800000,-690900000,10630600000,260400000,-2.653,-0.065,-0.039,-1.801,-1.793
2019-09-30,18289000000,862900000,11669900000,257800000,3.347,0.074,,,
