fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,333149000,52153000,1076380000,57867000,0.901,0.048,0.302,0.717,0.721
2022-06-30,316570000,57355000,994139000,57864000,0.991,0.058,0.309,0.097,0.098
2022-03-31,354393000,91930000,1009020000,58015000,1.585,0.091,0.303,0.423,0.416
2021-12-31,285034000,48687000,893714000,58012000,0.839,0.054,0.29,0.998,0.989
2021-09-30,255794000,30379000,825341000,57997000,0.524,0.037,0.304,0.105,0.098
2021-06-30,241846000,52278000,792256000,57918000,0.903,0.066,0.332,0.829,0.818
2021-03-31,272081000,64616000,745476000,57741000,1.119,0.087,0.123,0.025,0.023
2020-12-31,220947000,24367000,655643000,57739000,0.422,0.037,0.142,-0.463,-0.464
2020-09-30,196132000,27482000,632399000,57605000,0.477,0.043,0.122,-0.298,-0.297
2020-06-30,181584000,28589000,585853000,57588000,0.496,0.049,0.074,-0.414,-0.413
2020-03-31,242352000,63015000,599788000,57622000,1.094,0.105,,,
2019-12-31,193409000,45380000,526628000,57660000,0.787,0.086,,,
2019-09-30,174746000,39152000,474898000,57657000,0.679,0.082,,,
2019-06-30,169055000,48762000,434762000,57629000,0.846,0.112,,,
2021-12-31,1054604000,195960000,893714000,58012000,3.378,0.219,0.256,0.366,0.36
2020-12-31,839422000,143453000,655643000,57739000,2.485,0.219,0.142,-0.206,-0.207
2019-12-31,735275000,180576000,526628000,57660000,3.132,0.343,0.298,0.317,0.309
2018-12-31,566336000,137065000,334753000,57276992,2.393,0.409,,,
