fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2020-09-30,1001263000,293137000,11344609000,172932000,1.695,0.026,0.196,0.248,0.222
2020-06-30,918981000,256768000,10575928000,172659000,1.487,0.024,0.122,0.154,0.133
2020-03-31,916176000,218686000,10359765000,172039000,1.271,0.021,0.135,-0.035,-0.05
2019-12-31,877463000,246330000,9851107000,170835000,1.442,0.025,0.082,0.064,0.041
2019-09-30,837192000,234844000,9431206000,169346000,1.387,0.025,0.089,0.1,0.075
2019-06-30,819376000,222564000,9219643000,169572000,1.313,0.024,0.101,0.061,0.032
2019-03-31,807356000,226591000,90459840000,169410000,1.338,0.003,0.12,0.138,0.107
2018-12-31,810750000,231418000,8677777000,167112000,1.385,0.027,0.187,0.191,0.153
2018-09-30,768829000,213546000,8666687000,165498000,1.29,0.025,,,
2018-06-30,744114000,209781000,8275973000,165013000,1.271,0.025,,,
2018-03-31,720860000,199083000,7836538000,164839000,1.208,0.025,,,
2017-12-31,683071000,194277000,7818301000,161752000,1.201,0.025,,,
2019-12-31,3341387000,930329000,9851107000,169551000,5.487,0.094,0.097,0.09,0.064
2018-12-31,3044553000,853828000,8677777000,165612000,5.156,0.098,0.166,0.127,0.127
2017-12-31,2611924000,757660000,7818301000,165612000,4.575,0.097,,,
