fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-12-31,13469800000,826400000,15891000000,584400000,1.414,0.052,0.078,-0.141,-0.142
2022-09-30,12780200000,124100000,14776200000,584500000,0.212,0.008,0.078,0.047,0.048
2022-06-30,11519200000,-542900000,15652700000,584300000,-0.929,-0.035,-0.032,-1.687,-1.687
2022-03-31,11841500000,313900000,17051200000,584300000,0.537,0.018,0.035,-0.788,-0.788
2021-12-31,12492100000,962300000,18231600000,583900000,1.648,0.053,0.094,-0.429,-0.428
2021-09-30,11859200000,118500000,18558100000,584700000,0.203,0.006,0.083,-0.923,-0.923
2021-06-30,11905500000,790100000,18675600000,584600000,1.352,0.042,0.085,-0.559,-0.559
2021-03-31,11445200000,1480000000,17836500000,584900000,2.53,0.083,0.228,1.137,1.136
2020-12-31,11415800000,1684300000,17038600000,584900000,2.88,0.099,0.063,0.573,0.571
2020-09-30,10947200000,1530800000,18087200000,585100000,2.616,0.085,0.149,0.819,0.816
2020-06-30,10971700000,1790400000,16670600000,584800000,3.062,0.107,,,
2020-03-31,9323400000,692700000,14351500000,584700000,1.185,0.048,,,
2019-12-31,10741100000,1070800000,13673200000,584100000,1.833,0.078,,,
2019-09-30,9530500000,841700000,14123300000,584100000,1.441,0.06,,,
2022-12-31,49610700000,721500000,15891000000,584400000,1.235,0.045,0.04,-0.785,-0.785
2021-12-31,47702000000,3350900000,18231600000,583900000,5.739,0.184,0.118,-0.413,-0.412
2020-12-31,42658100000,5704600000,17038600000,584900000,9.753,0.335,0.093,0.437,0.435
2019-12-31,39022300000,3970300000,13673200000,584100000,6.797,0.29,,,
