fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,2665404000,1025991000,2102074000,141829000,7.234,0.488,0.313,-0.04,0.031
2022-06-30,2450206000,805374000,1401351000,141804000,5.679,0.575,0.273,0.272,0.371
2022-03-31,2253183000,730572000,4080307000,150145000,4.866,0.179,0.249,0.287,0.319
2021-12-31,2315042000,717444000,4048527000,151251000,4.743,0.177,0.402,0.569,0.6
2021-09-30,2029966000,1068417000,3860930000,152330000,7.014,0.277,0.319,1.54,1.59
2021-06-30,1925471000,632978000,3377554000,152776000,4.143,0.187,0.319,0.539,0.566
2021-03-31,1803773000,567496000,3114856000,153801000,3.69,0.182,0.267,6.234,6.34
2020-12-31,1650870000,457251000,2935182000,154273000,2.964,0.156,0.094,0.202,0.225
2020-09-30,1538620000,420567000,2747184000,155281000,2.708,0.153,0.089,0.214,0.24
2020-06-30,1459593000,411253000,2665424000,155461000,2.645,0.154,0.16,0.888,0.937
2020-03-31,1423964000,78452000,2307433000,156067000,0.503,0.034,,,
2019-12-31,1509453000,380555000,2669764000,157290000,2.419,0.143,,,
2019-09-30,1413414000,346525000,2661163000,158697000,2.184,0.13,,,
2019-06-30,1258435000,217845000,2659108000,159475000,1.366,0.082,,,
2022-06-30,9049647000,3321807000,1401351000,141804000,23.425,2.37,0.308,0.598,0.722
2021-06-30,6918734000,2078292000,3377554000,152776000,13.604,0.615,0.192,0.708,0.738
2020-06-30,5806424000,1216785000,2665424000,155461000,7.827,0.457,0.271,0.035,0.062
2019-06-30,4568904000,1175617000,2659108000,159475000,7.372,0.442,,,
