fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,5313000000,630000000,1063000000,324500000,1.941,0.593,0.346,1.864,1.888
2022-06-30,5338000000,678000000,1772000000,328200000,2.066,0.383,0.695,0.607,0.601
2022-03-31,4199000000,377000000,1772000000,328300000,1.148,0.213,0.813,35.273,35.106
2021-12-31,4446000000,468000000,1414000000,326300000,1.434,0.331,1.047,3.854,3.837
2021-09-30,3946000000,220000000,918000000,327300000,0.672,0.24,0.751,1.2,1.191
2021-06-30,3149000000,422000000,796000000,327100000,1.29,0.53,1.151,2.803,2.795
2021-03-31,2316000000,-11000000,234000000,326700000,-0.034,-0.047,-0.505,-1.355,-1.353
2020-12-31,2172000000,-164000000,430000000,324400000,-0.506,-0.381,-0.596,-1.588,-1.587
2020-09-30,2254000000,100000000,229000000,325900000,0.307,0.437,-0.573,-0.742,-0.738
2020-06-30,1464000000,-234000000,3912000000,325600000,-0.719,-0.06,-0.724,-2.009,-2.034
2020-03-31,4681000000,31000000,3736000000,325400000,0.095,0.008,,,
2019-12-31,5371000000,279000000,703000000,324000000,0.861,0.397,,,
2019-09-30,5284000000,387000000,838000000,329900000,1.173,0.462,,,
2019-06-30,5305000000,232000000,1240000000,333800000,0.695,0.187,,,
2021-12-31,13857000000,1099000000,1414000000,326300000,3.368,0.777,0.311,5.116,5.092
2020-12-31,10571000000,-267000000,430000000,324400000,-0.823,-0.621,-0.496,-1.21,-1.209
2019-12-31,20972000000,1273000000,703000000,324000000,3.929,1.811,0.01,-0.332,-0.301
2018-12-31,20758000000,1907000000,2225000000,339100000,5.624,0.857,,,
