fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-12-31,5165000000,782000000,30828000000,633600000,1.234,0.025,0.081,1.348,1.434
2022-09-30,4328000000,481000000,30326000000,639600000,0.752,0.016,0.084,0.124,0.162
2022-06-30,4274000000,598000000,31109000000,645200000,0.927,0.019,0.103,1.223,1.287
2022-03-31,3970000000,669000000,31272000000,650800000,1.028,0.021,0.088,1.201,1.261
2021-12-31,4780000000,333000000,30952000000,656600000,0.507,0.011,0.247,0.11,0.134
2021-09-30,3991000000,428000000,31596000000,661400000,0.647,0.014,0.088,0.621,0.642
2021-06-30,3876000000,269000000,31793000000,663700000,0.405,0.008,0.17,133.5,134.777
2021-03-31,3650000000,304000000,31851000000,668600000,0.455,0.01,-0.096,-0.224,-0.213
2020-12-31,3834000000,300000000,32330000000,670600000,0.447,0.009,-0.053,0.215,0.232
2020-09-30,3669000000,264000000,31692000000,669800000,0.394,0.008,0.232,0.333,0.164
2020-06-30,3312000000,2000000,31583000000,670000000,0.003,0.0,,,
2020-03-31,4037000000,392000000,31843000000,678100000,0.578,0.012,,,
2019-12-31,4050000000,247000000,32979000000,680300000,0.363,0.007,,,
2019-09-30,2978000000,198000000,32669000000,584800000,0.339,0.006,,,
2022-12-31,17737000000,2530000000,30828000000,633600000,3.993,0.082,0.093,0.897,0.965
2021-12-31,16226000000,1334000000,30952000000,656600000,2.032,0.043,0.093,0.392,0.422
2020-12-31,14852000000,958000000,32330000000,670600000,1.429,0.03,0.513,0.073,0.088
2019-12-31,9815000000,893000000,32979000000,680300000,1.313,0.027,,,
