fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-11,1068596000,100504000,354000,35692744,2.816,283.91,0.071,-0.165,-0.143
2022-06-19,1065182000,102493000,359000,35915102,2.854,285.496,0.032,-0.121,-0.08
2022-03-31,1011149000,90964000,360000,36000896,2.527,252.678,0.028,-0.228,-0.17
2021-12-31,1343213000,155685000,361000,36138273,4.308,431.26,-0.01,0.025,0.102
2021-09-12,997990000,120402000,366000,36627660,3.287,328.967,0.031,0.215,0.301
2021-06-20,1032472000,116619000,369000,37590369,3.102,316.041,0.122,-0.017,0.021
2021-03-31,983698000,117761000,388000,38700225,3.043,303.508,0.127,-0.032,-0.032
2020-12-31,1356567000,151897000,389000,38868350,3.908,390.481,0.179,0.175,0.177
2020-09-06,967719000,99129000,394000,39246231,2.526,251.596,0.179,0.148,0.198
2020-06-14,920023000,118668000,393000,39058292,3.038,301.954,0.134,0.285,0.349
2020-03-22,873102000,121602000,390000,38665924,3.145,311.8,,,
2019-12-31,1150352000,129327000,389000,38934009,3.322,332.46,,,
2019-09-08,820812000,86373000,409000,40954279,2.109,211.181,,,
2019-06-16,811647000,92359000,412000,41023269,2.251,224.172,,,
2021-12-31,4357373000,510467000,361000,36138273,14.125,1414.036,0.058,0.039,0.118
2020-12-31,4117411000,491296000,389000,38868350,12.64,1262.972,0.138,0.226,0.228
2019-12-31,3618774000,400709000,389000,38934009,10.292,1030.1,0.054,0.107,0.165
2018-12-31,3432867000,361972000,410000,40977561,8.833,882.859,,,
