fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,1624400000,324000000,11515400000,353300000,0.917,0.028,0.105,-0.148,-0.139
2022-06-30,1586300000,307800000,12023000000,357100000,0.862,0.026,0.033,-0.405,-0.802
2022-03-31,1564600000,365600000,12102300000,358900000,1.019,0.03,0.164,-0.142,-0.717
2021-12-31,1550700000,380600000,11901100000,357700000,1.064,0.032,0.167,0.042,-0.657
2021-09-30,1469400000,380500000,11410900000,357200000,1.065,0.033,0.301,0.212,-0.601
2021-06-30,1536300000,517200000,10837500000,118700000,4.357,0.048,0.702,6.606,6.497
2021-03-31,1344000000,426300000,10153500000,118400000,3.601,0.042,0.189,0.36,0.339
2020-12-31,1329100000,365200000,9731500000,117700000,3.103,0.038,0.04,0.021,0.006
2020-09-30,1129300000,313900000,9257800000,117500000,2.671,0.034,-0.023,-0.209,-0.222
2020-06-30,902900000,68000000,8740500000,117000000,0.581,0.008,-0.197,-0.786,-0.79
2020-03-31,1130000000,313500000,8506700000,116600000,2.689,0.037,,,
2019-12-31,1277700000,357700000,8263800000,116000000,3.084,0.043,,,
2019-09-30,1155600000,396800000,7761400000,115600000,3.433,0.051,,,
2019-06-30,1124000000,318300000,7265300000,115200000,2.763,0.044,,,
2021-12-31,5970600000,1704600000,11901100000,357700000,4.765,0.143,0.313,0.607,-0.471
2020-12-31,4546000000,1060600000,9731500000,117700000,9.011,0.109,-0.008,-0.231,-0.242
2019-12-31,4583900000,1379300000,8263800000,116000000,11.891,0.167,0.199,0.223,0.207
2018-12-31,3824400000,1127900000,6678800000,114500000,9.851,0.169,,,
