fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,4857000000,629000000,11958000000,514000000,1.224,0.053,0.024,0.156,0.181
2022-06-30,4906000000,577000000,11950000000,518000000,1.114,0.048,0.07,0.127,0.142
2022-03-31,4826000000,563000000,11973000000,521000000,1.081,0.047,0.097,0.115,0.13
2021-12-31,4777000000,576000000,11991000000,525000000,1.097,0.048,0.142,0.823,0.84
2021-09-30,4744000000,544000000,11546000000,525000000,1.036,0.047,0.118,0.563,0.605
2021-06-30,4585000000,512000000,11205000000,525000000,0.975,0.046,0.146,0.418,0.464
2021-03-31,4401000000,505000000,11037000000,528000000,0.956,0.046,0.042,0.376,0.41
2020-12-31,4184000000,316000000,10836000000,530000000,0.596,0.029,-0.023,-0.2,-0.173
2020-09-30,4243000000,348000000,11140000000,539000000,0.646,0.031,-0.001,-0.3,-0.286
2020-06-30,4000000000,361000000,10972000000,542000000,0.666,0.033,-0.034,-0.291,-0.278
2020-03-31,4225000000,367000000,10613000000,541000000,0.678,0.035,,,
2019-12-31,4284000000,395000000,11022000000,548000000,0.721,0.036,,,
2019-09-30,4248000000,497000000,10702000000,550000000,0.904,0.046,,,
2019-06-30,4141000000,509000000,10557000000,552000000,0.922,0.048,,,
2021-12-31,18507000000,2137000000,11991000000,525000000,4.07,0.178,0.111,0.535,0.55
2020-12-31,16652000000,1392000000,10836000000,530000000,2.626,0.128,-0.008,-0.244,-0.219
2019-12-31,16783000000,1842000000,11022000000,548000000,3.361,0.167,0.041,-0.123,-0.077
2018-12-31,16125000000,2101000000,11424000000,577000000,3.641,0.184,,,
