fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,1964000000,29000000,109000000,206434139,0.14,0.266,-0.357,-0.945,-0.94
2022-06-30,3054000000,276000000,109000000,209850169,1.315,2.532,-0.038,-0.427,-0.38
2022-03-31,3054000000,346000000,421000000,215565360,1.605,0.822,0.143,0.052,0.12
2021-12-31,3054000000,501000000,526000000,219463688,2.283,0.952,0.188,0.789,0.955
2021-09-30,3056000000,526000000,601000000,224504643,2.343,0.875,0.35,1.359,1.707
2021-06-30,3174000000,482000000,631000000,227382980,2.12,0.764,0.189,1.904,2.278
2021-03-31,2672000000,329000000,484000000,229556907,1.433,0.68,0.001,0.028,0.153
2020-12-31,2571000000,280000000,990000000,239750208,1.168,0.283,-0.029,-0.119,-0.042
2020-09-30,2264000000,223000000,1821000000,257604703,0.866,0.122,-0.103,0.115,0.137
2020-06-30,2669000000,166000000,1787000000,256718840,0.647,0.093,0.051,-0.831,-0.823
2020-03-31,2669000000,320000000,1792000000,257352218,1.243,0.179,,,
2019-12-31,2648000000,318000000,1830000000,260923948,1.219,0.174,,,
2019-09-30,2523000000,200000000,1770000000,262624650,0.762,0.113,,,
2019-06-30,2539000000,983000000,2162000000,269097971,3.653,0.455,,,
2022-06-30,11661000000,1649000000,109000000,209850169,7.858,15.128,0.092,0.255,0.36
2021-06-30,10681000000,1314000000,631000000,227382980,5.779,2.082,0.016,0.309,0.478
2020-06-30,10509000000,1004000000,1787000000,256718840,3.911,0.562,0.011,-0.501,-0.477
2019-06-30,10390000000,2012000000,2162000000,269097971,7.477,0.931,,,
