fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,1888113000,211807000,11154379000,92536979,2.289,0.019,0.138,0.391,0.354
2022-06-30,1860995000,216322000,10629784000,91075115,2.375,0.02,0.26,2.165,2.119
2022-03-31,1651990000,147453000,10942885000,91013824,1.62,0.013,0.066,-0.057,-0.072
2021-12-31,1766615000,123274000,10882082000,90571406,1.361,0.011,0.129,1.417,1.379
2021-09-30,1658743000,152216000,10568763000,90041200,1.691,0.014,0.091,1.283,1.259
2021-06-30,1476574000,68339000,10646472000,89750177,0.761,0.006,0.004,-0.487,-0.494
2021-03-31,1550407000,156362000,10576834000,89574510,1.746,0.015,0.073,0.316,0.263
2020-12-31,1564115000,50994000,10633988000,89134252,0.572,0.005,0.104,-0.592,-0.61
2020-09-30,1519767000,66687000,10555814000,89101716,0.748,0.006,0.088,-0.448,-0.472
2020-06-30,1470121000,133304000,10388280000,88549394,1.505,0.013,0.061,-0.071,-0.11
2020-03-31,1444542000,118792000,8669364000,85927060,1.382,0.014,,,
2019-12-31,1417135000,124995000,8840606000,85308386,1.465,0.014,,,
2019-09-30,1396810000,120850000,8761111000,85278859,1.417,0.014,,,
2019-06-30,1384977000,143527000,8749242000,84819158,1.692,0.016,,,
2021-12-31,6452339000,500191000,10882082000,90571406,5.523,0.046,0.076,0.353,0.331
2020-12-31,5998545000,369777000,10633988000,89134252,4.149,0.035,0.078,-0.271,-0.303
2019-12-31,5562140000,507450000,8840606000,85308386,5.948,0.057,0.097,0.389,0.314
2018-12-31,5071654000,365359000,7219279000,80722258,4.526,0.051,,,
