fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,1291273000,186779000,4361598000,109218183,1.71,0.043,0.011,-0.011,0.025
2022-06-30,1292608000,177004000,5323110000,109218183,1.621,0.033,0.017,-0.113,-0.081
2022-03-31,1308356000,164361000,6894020000,109218183,1.505,0.024,0.033,-0.079,-0.046
2021-12-31,1297360000,177953000,8642806000,109218183,1.629,0.021,0.056,-0.129,-0.097
2021-09-30,1277838000,188871000,8608151000,113218183,1.668,0.022,0.069,-0.0,0.035
2021-06-30,1271111000,199618000,8616922000,113218183,1.763,0.023,0.076,0.154,0.194
2021-03-31,1266560000,178517000,7832337000,113218183,1.577,0.023,0.118,0.078,0.116
2020-12-31,1228941000,204240000,8771092000,113218183,1.804,0.023,0.081,0.092,0.13
2020-09-30,1195042000,188945000,8224908000,117218183,1.612,0.023,0.047,-0.064,-0.032
2020-06-30,1180884000,173048000,7848369000,117218183,1.476,0.022,0.045,-0.072,-0.041
2020-03-31,1133054000,165540000,6520282000,117218183,1.412,0.025,,,
2019-12-31,1136576000,187061000,7294307000,117218183,1.596,0.026,,,
2019-09-30,1141279000,201818000,7312531000,121218183,1.665,0.028,,,
2019-06-30,1130461000,186566000,6700398000,121218183,1.539,0.028,,,
2021-12-31,5112869000,744959000,8642806000,109218183,6.821,0.086,0.079,0.018,0.055
2020-12-31,4737921000,731773000,8771092000,113218183,6.463,0.083,0.046,-0.038,-0.004
2019-12-31,4527532000,760790000,7294307000,117218183,6.49,0.104,0.052,0.085,0.122
2018-12-31,4303751000,701466000,5415177000,121218183,5.787,0.13,,,
