fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,391297000,23605000,3950758000,326352154,0.072,0.006,0.187,0.331,0.258
2022-06-30,369167000,5084000,3869424000,324900864,0.016,0.001,0.186,-0.566,-0.604
2022-03-31,357266000,13705000,3392673000,318401530,0.043,0.004,0.185,3.415,3.116
2021-12-31,348208000,117461000,3442874000,318149635,0.369,0.034,0.152,3.427,3.127
2021-09-30,329770000,17731000,3096687000,308287019,0.058,0.006,0.064,1.702,1.671
2021-06-30,311348000,11720000,2784270000,296848024,0.039,0.004,0.013,-0.797,-0.798
2021-03-31,301441000,3104000,3001728000,296822363,0.01,0.001,-0.062,-0.405,-0.409
2020-12-31,302384000,26532000,3234200000,296611579,0.089,0.008,-0.008,-0.728,-0.73
2020-09-30,310044000,-25258000,3312656000,294479942,-0.086,-0.008,0.05,-1.928,-1.924
2020-06-30,307256000,57771000,3397322000,295067779,0.196,0.017,0.092,0.622,0.556
2020-03-31,321481000,5221000,3464115000,294881038,0.018,0.002,,,
2019-12-31,304818000,97639000,3358542000,294588305,0.331,0.029,,,
2019-09-30,295394000,27204000,3246562000,292948423,0.093,0.008,,,
2019-06-30,281308000,35619000,2949404000,283104643,0.126,0.012,,,
2021-12-31,1290767000,150016000,3442874000,318149635,0.472,0.044,0.04,1.334,1.176
2020-12-31,1241165000,64266000,3234200000,296611579,0.217,0.02,0.077,-0.653,-0.655
2019-12-31,1152193000,184965000,3358542000,294588305,0.628,0.055,0.101,-0.089,-0.148
2018-12-31,1046859000,203106000,2905625000,275545900,0.737,0.07,,,
