fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,1317300000,187100000,3687800000,242000000,0.773,0.051,0.004,-0.188,-0.177
2022-06-30,1325100000,187100000,3554400000,242600000,0.771,0.053,0.042,-0.143,-0.134
2022-03-31,1297200000,204400000,3402900000,242600000,0.843,0.06,0.047,-0.074,-0.064
2021-12-31,1368700000,158100000,3233200000,244000000,0.648,0.049,0.057,0.053,0.069
2021-09-30,1311400000,230400000,3513600000,245300000,0.939,0.066,0.057,0.066,0.076
2021-06-30,1271100000,218300000,3377200000,245200000,0.89,0.065,0.064,0.151,0.155
2021-03-31,1238900000,220700000,3211200000,245200000,0.9,0.069,0.063,-0.04,-0.038
2020-12-31,1295300000,150200000,3020400000,247700000,0.606,0.05,0.132,0.04,0.031
2020-09-30,1241000000,216200000,3210300000,247700000,0.873,0.067,0.139,0.374,0.369
2020-06-30,1194300000,189700000,2998800000,246200000,0.771,0.063,0.106,0.37,0.371
2020-03-31,1165200000,229800000,2817800000,245600000,0.936,0.082,,,
2019-12-31,1144200000,144400000,2667800000,245600000,0.588,0.054,,,
2019-09-30,1089400000,157300000,2559300000,246800000,0.637,0.061,,,
2019-06-30,1079400000,138500000,2604800000,246400000,0.562,0.053,,,
2021-12-31,5190100000,827500000,3233200000,244000000,3.391,0.256,0.06,0.053,0.069
2020-12-31,4895800000,785900000,3020400000,247700000,3.173,0.26,0.123,0.276,0.265
2019-12-31,4357700000,615900000,2667800000,245600000,2.508,0.231,0.051,0.083,0.087
2018-12-31,4145900000,568600000,2453800000,246400000,2.308,0.232,,,
