fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2023-01-29,8915000000,3774000000,23310000000,417000000,9.05,0.162,0.157,0.527,0.501
2022-10-30,8930000000,3359000000,22709000000,418000000,8.036,0.148,0.206,0.689,0.669
2022-07-31,8464000000,3074000000,20903000000,405000000,7.59,0.147,0.249,0.639,0.667
2022-05-01,8103000000,2590000000,20990000000,406000000,6.379,0.123,0.226,0.735,0.752
2022-01-30,7706000000,2472000000,22994000000,410000000,6.029,0.108,0.158,0.794,0.785
2021-10-31,7407000000,1989000000,24989000000,413000000,4.816,0.08,0.145,0.502,0.48
2021-08-01,6778000000,1876000000,24367000000,412000000,4.553,0.077,0.164,1.727,1.674
2021-05-02,6610000000,1493000000,23966000000,410000000,3.641,0.062,0.151,1.652,1.601
2021-01-31,6655000000,1378000000,23999000000,408000000,3.377,0.057,0.136,2.579,2.504
2020-11-01,6467000000,1324000000,23901000000,407000000,3.253,0.055,0.12,0.563,0.527
2020-08-02,5821000000,688000000,23585000000,404000000,1.703,0.029,,,
2020-05-03,5742000000,563000000,23970000000,402103106,1.4,0.023,,,
2020-02-02,5858000000,385000000,24396000000,399430632,0.964,0.016,,,
2019-11-03,5776000000,847000000,24941000000,397560810,2.13,0.034,,,
2022-10-30,33203000000,11495000000,22709000000,418000000,27.5,0.506,0.21,0.707,0.686
2021-10-31,27450000000,6736000000,24989000000,413000000,16.31,0.27,0.149,1.276,1.243
2020-11-01,23888000000,2960000000,23901000000,407000000,7.273,0.124,0.057,0.087,0.061
2019-11-03,22597000000,2724000000,24941000000,397560810,6.852,0.109,,,
