fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,3475000000,334000000,10774000000,571753195,0.584,0.031,0.112,-0.279,-0.313
2022-06-30,2818000000,187000000,10858000000,571395285,0.327,0.017,0.075,2.224,2.071
2022-03-31,2989000000,288000000,8755000000,570932260,0.504,0.033,0.096,-0.14,-0.181
2021-12-31,2660000000,427000000,8675000000,570261104,0.749,0.049,0.048,0.764,0.68
2021-09-30,3124000000,463000000,7479000000,544419619,0.85,0.062,0.034,0.02,0.016
2021-06-30,2622000000,58000000,7430000000,544193637,0.107,0.008,0.04,-0.812,-0.813
2021-03-31,2726000000,335000000,7360000000,543900432,0.616,0.046,0.006,3.527,3.509
2020-12-31,2537000000,242000000,7237000000,543117533,0.446,0.033,-0.051,3.18,3.17
2020-09-30,3022000000,454000000,7188000000,542590202,0.837,0.063,0.02,0.161,0.156
2020-06-30,2522000000,309000000,7143000000,542110386,0.57,0.043,0.002,-0.01,-0.028
2020-03-31,2709000000,74000000,6814000000,541753695,0.137,0.011,,,
2019-12-31,2673000000,-111000000,6975000000,540652222,-0.205,-0.016,,,
2019-09-30,2963000000,391000000,7272000000,540311707,0.724,0.054,,,
2019-06-30,2516000000,312000000,7269000000,532092829,0.586,0.043,,,
2021-12-31,11132000000,1283000000,8675000000,570261104,2.25,0.148,0.032,0.189,0.132
2020-12-31,10790000000,1079000000,7237000000,543117533,1.987,0.149,-0.022,0.183,0.178
2019-12-31,11035000000,912000000,6975000000,540652222,1.687,0.131,-0.02,-0.323,-0.359
2018-12-31,11261000000,1348000000,6814000000,511915450,2.633,0.198,,,
