fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,7529546000,446639000,7935827000,317055298,1.409,0.056,0.108,0.025,0.082
2022-06-30,7771278000,487322000,8136010000,322117764,1.513,0.06,0.203,0.101,0.147
2022-03-31,7332933000,392297000,8469971000,329555402,1.19,0.046,0.235,0.474,0.502
2021-12-31,8550217000,691992000,8528193000,332875959,2.079,0.081,0.237,1.205,1.223
2021-09-30,6798327000,435743000,7962593000,334642584,1.302,0.055,0.204,1.366,1.372
2021-06-30,6458613000,442637000,7679521000,335706818,1.319,0.058,0.2,4.405,4.397
2021-03-31,5938879000,266202000,7230370000,335918173,0.792,0.037,0.008,0.546,0.542
2020-12-31,6910501000,313765000,7078326000,335561345,0.935,0.044,-0.029,-0.508,-0.509
2020-09-30,5645142000,184132000,6553096000,335438893,0.549,0.028,-0.047,-0.282,-0.282
2020-06-30,5381384000,81897000,6243994000,335240052,0.244,0.013,-0.058,-0.634,-0.633
2020-03-31,5889168000,172195000,6129343000,335145077,0.514,0.028,,,
2019-12-31,7119407000,637618000,6232693000,334752283,1.905,0.102,,,
2019-09-30,5925101000,256599000,5511829000,335755183,0.764,0.047,,,
2019-06-30,5714073000,223731000,5346637000,336329975,0.665,0.042,,,
2021-12-31,27746036000,1836574000,8528193000,332875959,5.517,0.215,0.165,1.442,1.462
2020-12-31,23826195000,751989000,7078326000,335561345,2.241,0.106,-0.003,-0.414,-0.415
2019-12-31,23894091000,1282357000,6232693000,334752283,3.831,0.206,0.12,0.206,0.214
2018-12-31,21340088000,1063219000,4938797000,336912783,3.156,0.215,,,
