fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,1147600000,231600000,-634700000,780100000,0.297,-0.365,0.336,0.42,-0.703
2022-06-30,1017500000,173500000,-392900000,788400000,0.22,-0.442,0.277,0.262,-0.739
2022-03-31,935600000,138400000,217700000,160300000,0.863,0.636,0.317,0.291,0.315
2021-12-31,943900000,199000000,781700000,162000000,1.228,0.255,0.271,0.357,0.361
2021-09-30,858900000,163100000,1118100000,163400000,0.998,0.146,0.319,0.322,0.313
2021-06-30,796600000,137500000,1050200000,163300000,0.842,0.131,0.294,0.208,0.197
2021-03-31,710300000,107200000,980800000,163300000,0.656,0.109,0.231,0.025,0.02
2020-12-31,742500000,146700000,856000000,162500000,0.903,0.171,0.218,0.241,0.311
2020-09-30,651100000,123400000,713200000,162300000,0.76,0.173,0.189,0.539,0.624
2020-06-30,615500000,113800000,566700000,161800000,0.703,0.201,0.18,0.565,0.654
2020-03-31,576900000,104600000,557400000,162600000,0.643,0.188,,,
2019-12-31,609700000,118200000,1342400000,171700000,0.688,0.088,,,
2019-09-30,547500000,80200000,1217900000,171300000,0.468,0.066,,,
2019-06-30,521700000,72700000,1139400000,171000000,0.425,0.064,,,
2021-12-31,3306400000,606800000,781700000,162000000,3.746,0.776,0.277,0.242,0.246
2020-12-31,2588900000,488500000,856000000,162500000,3.006,0.571,0.203,0.473,0.556
2019-12-31,2151500000,331700000,1342400000,171700000,1.932,0.247,0.2,-0.01,-0.021
2018-12-31,1793000000,334900000,1025500000,169800000,1.972,0.327,,,
