fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,966860000,210478000,3432887000,146459032,1.437,0.061,0.047,0.034,0.028
2022-06-30,929891000,195061000,3360751000,146410721,1.332,0.058,0.044,-0.0,-0.005
2022-03-31,878835000,179012000,3278804000,146266059,1.224,0.055,0.119,3.281,3.269
2021-12-31,913352000,201751000,3145835000,146212170,1.38,0.064,0.115,0.124,0.118
2021-09-30,923812000,203613000,3026049000,145711208,1.397,0.067,0.2,0.142,0.135
2021-06-30,890885000,195100000,2885679000,145648000,1.34,0.068,0.156,0.097,0.091
2021-03-31,785635000,-78481000,2709234000,145516594,-0.539,-0.029,0.021,-1.481,-1.478
2020-12-31,819113000,179514000,2864984000,145504098,1.234,0.063,0.113,0.118,0.111
2020-09-30,769881000,178372000,2678860000,144908192,1.231,0.067,0.13,0.485,0.473
2020-06-30,770344000,177835000,2497027000,144887175,1.227,0.071,0.093,1.585,1.563
2020-03-31,769455000,163137000,2256431000,144662470,1.128,0.072,,,
2019-12-31,736157000,160554000,2258106000,144598711,1.11,0.071,,,
2019-09-30,681100000,120148000,2117251000,143769244,0.836,0.057,,,
2019-06-30,704964000,68801000,2072193000,143654830,0.479,0.033,,,
2022-06-30,3649872000,779437000,3360751000,146410721,5.324,0.232,0.118,0.643,0.634
2021-06-30,3265514000,474505000,2885679000,145648358,3.258,0.164,0.104,-0.237,-0.241
2020-06-30,2957013000,621674000,2497027000,144887175,4.291,0.249,0.134,0.537,0.523
2019-06-30,2606572000,404592000,2072193000,143654830,2.816,0.195,,,
