fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-12-31,2652338000,396296000,3299544000,204964717,1.933,0.12,0.144,0.181,0.188
2022-09-30,2728153000,399487000,3083080000,58114000,6.874,0.13,0.155,-0.102,-0.064
2022-06-30,2372582000,315556000,2891740000,59114000,5.338,0.109,0.2,0.048,0.074
2022-03-31,2666221000,533478000,2915549000,59614000,8.949,0.183,0.172,0.348,0.37
2021-12-31,2319286000,335556000,2757229000,206109014,1.628,0.122,0.061,0.152,0.163
2021-09-30,2362879000,444927000,2528294000,60614000,7.34,0.176,0.064,-0.005,-0.005
2021-06-30,1977006000,301230000,2265049000,60614000,4.97,0.133,0.158,0.12,0.12
2021-03-31,2274273000,395799000,2255994000,60614000,6.53,0.175,0.116,0.46,0.46
2020-12-31,2185244000,291387000,2234352000,208227127,1.399,0.13,0.057,0.406,0.41
2020-09-30,2219829000,447283000,2065854000,60614000,7.379,0.217,0.04,0.375,0.375
2020-06-30,1707329000,268901000,1753605000,60614000,4.436,0.153,,,
2020-03-31,2037317000,271137000,1671231000,60614000,4.473,0.162,,,
2019-12-31,2068125000,207187000,1739222000,208829433,0.992,0.119,,,
2019-09-30,2134422000,325307000,1753162000,60614000,5.367,0.186,,,
2022-12-31,10318574000,1644817000,3299544000,204964717,8.025,0.498,0.155,0.113,0.119
2021-12-31,8933444000,1477512000,2757229000,206109014,7.169,0.536,0.096,0.155,0.167
2020-12-31,8149719000,1278708000,2234352000,208227127,6.141,0.572,0.02,0.112,0.115
2019-12-31,7986252000,1149692000,1739222000,208829433,5.505,0.661,,,
