fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,2724400000,228879000,6346066000,265801717,0.861,0.036,0.124,-0.124,-0.418
2022-06-30,2512887000,179322000,6514485000,265272980,0.676,0.028,0.094,-0.244,-0.494
2022-03-31,2915409000,590638000,6864503000,265186251,2.227,0.086,0.352,1.573,0.721
2021-12-31,2578228000,294430000,6653011000,176780588,1.666,0.044,0.115,-0.057,-0.051
2021-09-30,2424283000,261297000,6648441000,176638884,1.479,0.039,0.188,0.723,0.738
2021-06-30,2296086000,237238000,6578276000,177413970,1.337,0.036,0.186,2.329,2.339
2021-03-31,2156869000,229525000,6414600000,177372943,1.294,0.036,0.191,52.952,53.674
2020-12-31,2312471000,312150000,6310802000,177825150,1.755,0.049,0.17,1.616,1.699
2020-09-30,2039819000,151678000,5995112000,178217537,0.851,0.025,0.038,-0.082,-0.054
2020-06-30,1936026000,71260000,5801116000,177930502,0.4,0.012,-0.043,-0.671,-0.661
2020-03-31,1810610000,-4418000,5493475000,179836714,-0.025,-0.001,,,
2019-12-31,1976074000,119306000,6074939000,183411907,0.65,0.02,,,
2019-09-30,1965716000,165208000,6056296000,183674147,0.899,0.027,,,
2019-06-30,2023384000,216709000,5976760000,183168398,1.183,0.036,,,
2021-12-31,9455466000,1022490000,6653011000,176780588,5.784,0.154,0.167,0.927,0.938
2020-12-31,8098925000,530670000,6310802000,177825150,2.984,0.084,0.025,-0.222,-0.197
2019-12-31,7902196000,681944000,6074939000,183411907,3.718,0.112,0.027,0.064,-0.292
2018-12-31,7691651000,640749000,5437851000,121995760,5.252,0.118,,,
