fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-11-27,5129200000,605900000,10121200000,595900000,1.017,0.06,0.04,0.015,0.036
2022-08-28,5060800000,820000000,10574800000,600200000,1.366,0.078,0.139,0.308,0.33
2022-05-29,4995700000,822800000,10542400000,604200000,1.362,0.078,0.08,0.974,1.002
2022-02-27,4621300000,660300000,9812900000,606800000,1.088,0.067,0.047,0.108,0.123
2021-11-28,4931300000,597200000,9524500000,608600000,0.981,0.063,0.068,-0.132,-0.124
2021-08-29,4444000000,627000000,9692300000,610400000,1.027,0.065,0.045,-0.019,-0.013
2021-05-30,4626200000,416800000,9470400000,612600000,0.68,0.044,-0.1,-0.334,-0.335
2021-02-28,4414000000,595700000,8890300000,615000000,0.969,0.067,0.084,0.312,0.297
2020-11-29,4618800000,688400000,8550000000,614800000,1.12,0.081,0.074,0.185,0.171
2020-08-30,4252900000,638900000,8444600000,614100000,1.04,0.076,0.095,0.227,0.211
2020-05-31,5141600000,625700000,8058500000,611100000,1.024,0.078,,,
2020-02-23,4070500000,454100000,7575100000,607900000,0.747,0.06,,,
2019-11-24,4301400000,580800000,7712300000,607400000,0.956,0.075,,,
2019-08-25,3883800000,520600000,7382800000,606000000,0.859,0.071,,,
2022-05-29,2134300000,2707300000,10542400000,604200000,4.481,0.257,-0.025,0.157,0.173
2021-05-30,2189200000,2339800000,9470400000,612600000,3.819,0.247,0.07,0.073,0.07
2020-05-31,2045600000,2181200000,8058500000,611100000,3.569,0.271,0.001,0.244,0.229
2019-05-26,2043900000,1752700000,7054500000,603700000,2.903,0.248,,,
