fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,1588200000,384400000,8907500000,225300000,1.706,0.043,-0.187,-0.505,-0.502
2022-06-30,1513000000,339600000,8964200000,226700000,1.498,0.038,-0.216,-0.584,-0.583
2022-03-31,1863000000,567900000,9054400000,228200000,2.489,0.063,0.02,-0.242,-0.244
2021-12-31,1961700000,740600000,9022700000,224800000,3.294,0.082,0.132,-0.055,-0.047
2021-09-30,1954100000,777200000,8262100000,226900000,3.425,0.094,0.225,0.208,0.209
2021-06-30,1929300000,815700000,7893000000,226900000,3.595,0.103,0.363,0.353,0.356
2021-03-31,1826800000,749400000,8008200000,227700000,3.291,0.094,0.249,1.184,1.246
2020-12-31,1732900000,783400000,7707000000,226700000,3.456,0.102,0.18,0.437,0.491
2020-09-30,1595800000,643200000,7128500000,227000000,2.833,0.09,0.119,0.178,0.219
2020-06-30,1415400000,603000000,6750700000,227400000,2.652,0.089,0.014,0.143,0.186
2020-03-31,1462600000,343100000,6434000000,234100000,1.466,0.053,,,
2019-12-31,1468700000,545300000,7102100000,235214000,2.318,0.077,,,
2019-09-30,1426700000,545900000,6839800000,234900000,2.324,0.08,,,
2019-06-30,1395200000,527500000,6579100000,235900000,2.236,0.08,,,
2021-12-31,7671900000,3082900000,9022700000,224800000,13.714,0.342,0.236,0.299,0.31
2020-12-31,6206700000,2372700000,7707000000,226700000,10.466,0.308,0.105,0.113,0.155
2019-12-31,5617900000,2131300000,7102100000,235214000,9.061,0.3,0.046,0.16,0.174
2018-12-31,5372600000,1837500000,6124300000,238069000,7.718,0.3,,,
