fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,21901000000,3528000000,176189000000,3796500000,0.929,0.02,0.108,-0.311,-0.264
2022-06-30,18386000000,3119000000,177532000000,3793800000,0.822,0.018,-0.131,-0.484,-0.439
2022-03-31,18552000000,3671000000,179243000000,3831100000,0.958,0.02,-0.062,-0.208,-0.144
2021-12-31,21715000000,5750000000,187606000000,3926300000,1.464,0.031,0.103,0.86,0.96
2021-09-30,19759000000,5122000000,189028000000,4056300000,1.263,0.027,0.048,0.593,0.619
2021-06-30,21163000000,6040000000,191262000000,4124600000,1.464,0.032,0.187,2.57,2.563
2021-03-31,19770000000,4636000000,187218000000,4141300000,1.119,0.025,0.116,6.1,6.037
2020-12-31,19684000000,3091000000,184680000000,4137800000,0.747,0.017,-0.009,0.017,0.031
2020-09-30,18862000000,3216000000,181173000000,4123800000,0.78,0.018,-0.143,-0.302,-0.263
2020-06-30,17836000000,-3846000000,179386000000,4105500000,-0.937,-0.021,-0.174,-1.62,-1.675
2020-03-31,17717000000,653000000,182718000000,4104800000,0.159,0.004,,,
2019-12-31,19860000000,3039000000,187146000000,4195100000,0.724,0.016,,,
2019-09-30,22010000000,4610000000,193304000000,4358500000,1.058,0.024,,,
2019-06-30,21584000000,6206000000,199042000000,4469400000,1.389,0.031,,,
2021-12-31,82407000000,21548000000,187606000000,3926300000,5.488,0.115,0.002,5.381,5.725
2020-12-31,82227000000,3377000000,184680000000,4137800000,0.816,0.018,-0.033,-0.829,-0.826
2019-12-31,85063000000,19715000000,187146000000,4195100000,4.7,0.105,-0.016,-0.12,-0.021
2018-12-31,86408000000,22393000000,196166000000,4664400000,4.801,0.114,,,
