fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,665288000,494747000,11210037000,139828342,3.538,0.044,0.146,5.269,5.261
2022-06-30,644559000,138691000,10917461000,139829896,0.992,0.013,0.147,-0.69,-0.691
2022-03-31,613927000,262044000,10976736000,139818068,1.874,0.024,0.114,0.842,0.84
2021-12-31,601197000,335209000,10932527000,139751926,2.399,0.031,0.082,-0.017,-0.019
2021-09-30,580774000,78914000,10787660000,139638925,0.565,0.007,0.024,-0.466,-0.465
2021-06-30,561743000,447953000,10908019000,139618254,3.208,0.041,-0.025,1.622,1.643
2021-03-31,551135000,142223000,10668329000,139604087,1.019,0.013,-0.085,-0.153,-0.146
2020-12-31,555802000,341128000,10751583000,139526671,2.445,0.032,-0.064,1.035,1.051
2020-09-30,567404000,147703000,10669644000,139828685,1.056,0.014,-0.034,-0.472,-0.473
2020-06-30,576405000,170828000,10870190000,140743120,1.214,0.016,-0.001,0.015,0.007
2020-03-31,602267000,167971000,10911928000,140733340,1.194,0.015,,,
2019-12-31,593566000,167671000,10989549000,140643962,1.192,0.015,,,
2019-09-30,587613000,279677000,10814425000,139660299,2.003,0.026,,,
2019-06-30,577263000,168281000,10750000000,139656557,1.205,0.016,,,
2021-12-31,2294850000,1004299000,10932527000,139751926,7.186,0.092,-0.003,0.213,0.212
2020-12-31,2301261000,827630000,10751583000,139526671,5.932,0.077,-0.01,0.053,0.061
2019-12-31,2324626000,785974000,10989549000,140643962,5.588,0.072,0.018,-0.193,-0.206
2018-12-31,2284535000,974525000,10632606000,138508424,7.036,0.092,,,
