fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,6015376000,225798000,1677561000,120594000,1.872,0.135,-0.04,-0.086,-0.012
2022-06-30,6798475000,348185000,2052415000,125116000,2.783,0.17,0.229,0.797,0.898
2022-03-31,6815953000,270348000,2095502000,128011000,2.112,0.129,0.419,0.56,0.624
2021-12-31,6501848000,230098000,2021934000,129186000,1.781,0.114,0.429,0.557,0.618
2021-09-30,6263695000,247053000,1950800000,130376000,1.895,0.127,0.483,0.81,0.886
2021-06-30,5532726000,193789000,1906170000,132135000,1.467,0.102,0.525,0.346,0.373
2021-03-31,4803869000,173305000,1868187000,133243000,1.301,0.093,0.263,1.218,1.24
2020-12-31,4549452000,147807000,1879933000,134298000,1.101,0.079,0.199,0.491,0.498
2020-09-30,4224800000,136529000,1873359000,135900000,1.005,0.073,0.096,-0.071,-0.076
2020-06-30,3627846000,143939000,1704328000,134724000,1.068,0.084,-0.072,-0.149,-0.143
2020-03-31,3805008000,78146000,1587118000,134586000,0.581,0.049,,,
2019-12-31,3793326000,99106000,1670730000,134895000,0.735,0.059,,,
2019-09-30,3856132000,146894000,1673096000,135152000,1.087,0.088,,,
2019-06-30,3908840000,169180000,1659311000,135731000,1.246,0.102,,,
2021-12-31,23102138000,844245000,2021934000,129186000,6.535,0.418,0.425,0.667,0.733
2020-12-31,16207106000,506421000,1879933000,134298000,3.771,0.269,0.059,-0.122,-0.118
2019-12-31,15309508000,576968000,1670730000,134895000,4.277,0.345,-0.079,-0.132,-0.116
2018-12-31,16631172000,664505000,1595087000,137284000,4.84,0.417,,,
