fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,3617000000,496000000,27030000000,314000000,1.58,0.018,0.2,1.779,1.791
2022-06-30,3547000000,571000000,26841000000,314000000,1.818,0.021,0.294,0.283,0.287
2022-03-31,3820000000,623000000,26114000000,316000000,1.972,0.024,0.172,-0.304,-0.333
2021-12-31,3844000000,615000000,25981000000,316919782,1.941,0.024,0.212,0.486,0.352
2021-09-30,3013000000,-637000000,24554000000,319000000,-1.997,-0.026,0.14,-2.815,-2.638
2021-06-30,2741000000,445000000,25451000000,315000000,1.413,0.017,0.085,-0.801,-0.815
2021-03-31,3259000000,895000000,23999000000,303000000,2.954,0.037,0.076,0.178,0.135
2020-12-31,3171000000,414000000,23373000000,288470244,1.435,0.018,0.077,-0.074,-0.062
2020-09-30,2644000000,351000000,23228000000,288000000,1.219,0.015,-0.041,-0.568,-0.577
2020-06-30,2526000000,2239000000,23606000000,293000000,7.642,0.095,0.133,5.325,4.915
2020-03-31,3029000000,760000000,20117000000,292000000,2.603,0.038,,,
2019-12-31,2943000000,447000000,19929000000,292000000,1.531,0.022,,,
2019-09-30,2758000000,813000000,18620000000,282000000,2.883,0.044,,,
2019-06-30,2230000000,354000000,17440000000,274000000,1.292,0.02,,,
2021-12-31,12857000000,1318000000,25981000000,316919782,4.159,0.051,0.131,-0.65,-0.681
2020-12-31,11370000000,3764000000,23373000000,288470244,13.048,0.161,0.05,0.832,0.854
2019-12-31,10829000000,2055000000,19929000000,292000000,7.038,0.103,0.072,1.224,1.087
2018-12-31,10102000000,924000000,17138000000,274000000,3.372,0.054,,,
