fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-12-31,1057685000,265834000,24793000,22139009,12.007,10.722,0.02,0.151,0.188
2022-09-30,985846000,220597000,-82809000,22294189,9.895,-2.664,0.036,0.083,0.156
2022-06-30,978387000,212070000,7262000,22506610,9.423,29.203,0.058,0.148,0.213
2022-03-31,897791000,174001000,84570000,22680305,7.672,2.057,0.116,0.163,0.226
2021-12-31,1037239000,230871000,171421000,22843103,10.107,1.347,0.106,0.543,0.585
2021-09-30,951950000,203688000,159171000,23794563,8.56,1.28,0.179,0.259,0.259
2021-06-30,924351000,184763000,191424000,23794563,7.765,0.965,0.338,0.46,0.471
2021-03-31,804390000,149663000,202643000,23907528,6.26,0.739,0.239,0.525,0.525
2020-12-31,937985000,149663000,282675000,23471841,6.376,0.529,0.111,-0.224,-0.202
2020-09-30,807357000,161767000,443067000,23794563,6.798,0.365,0.071,0.25,0.28
2020-06-30,690673000,126562000,450093000,23971265,5.28,0.281,,,
2020-03-31,649162000,98115000,306397000,23907528,4.104,0.32,,,
2019-12-31,843968000,192749000,420780000,24125317,7.989,0.458,,,
2019-09-30,753866000,129395000,438301000,24354201,5.313,0.295,,,
2022-12-31,3919709000,872502000,24793000,22139009,39.41,35.191,0.054,0.135,0.171
2021-12-31,3717930000,768985000,171421000,22843103,33.664,4.486,0.205,0.276,0.311
2020-12-31,3085177000,602739000,282675000,23471841,25.679,2.132,0.025,0.074,0.104
2019-12-31,3008652000,561109000,420780000,24125317,23.258,1.333,,,
