fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,1176801000,353999000,4385218000,305515000,1.159,0.081,0.572,0.578,-0.603
2022-06-30,1051891000,299099000,4005792000,304455000,0.982,0.075,0.487,0.519,-0.617
2022-03-31,877066000,272259000,4153177000,308165000,0.883,0.066,0.314,0.509,-0.626
2021-12-31,824459000,239295000,3978600000,307681000,0.778,0.06,0.271,0.308,-0.676
2021-09-30,748697000,224305000,3865260000,76886000,2.917,0.058,0.237,0.332,0.31
2021-06-30,707319000,196888000,3697841000,76665000,2.568,0.053,0.308,0.36,0.347
2021-03-31,667562000,180366000,3451338000,76257000,2.365,0.052,0.276,0.303,0.293
2020-12-31,648482000,182958000,3320291000,76174000,2.402,0.055,0.174,-0.298,-0.296
2020-09-30,605431000,168375000,3083877000,75632000,2.226,0.055,-0.081,-0.194,-0.186
2020-06-30,540570000,144793000,3036483000,75964000,1.906,0.048,-0.111,-0.235,-0.229
2020-03-31,523029000,138431000,2848826000,75655000,1.83,0.049,,,
2019-12-31,552546000,260692000,2894686000,76389000,3.413,0.09,,,
2019-09-30,658715000,208895000,2656004000,76368000,2.735,0.079,,,
2019-06-30,608321000,189251000,2525560000,76555000,2.472,0.075,,,
2021-12-31,2948037000,840854000,3978600000,307681000,2.733,0.211,0.27,0.325,-0.672
2020-12-31,2321812000,634557000,3320291000,76174000,8.33,0.191,-0.039,-0.262,-0.26
2019-12-31,2415006000,859867000,2894686000,76389000,11.256,0.297,0.124,1.621,1.596
2018-12-31,2148968000,328115000,2143389000,75668000,4.336,0.153,,,
