fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,3488000000,208000000,11284000000,843000000,0.247,0.018,-0.035,-0.439,-0.433
2022-06-30,3615000000,563000000,11734000000,843000000,0.668,0.048,0.033,0.254,0.255
2022-03-31,3680000000,581000000,12395000000,843000000,0.689,0.047,0.119,-0.03,-0.119
2021-12-31,3676000000,487000000,12333000000,849000000,0.574,0.039,0.097,0.933,0.739
2021-09-30,3615000000,371000000,12145000000,852000000,0.435,0.031,0.205,-0.131,-0.225
2021-06-30,3501000000,449000000,11960000000,844000000,0.532,0.038,0.367,7.324,6.687
2021-03-31,3290000000,599000000,13369000000,766000000,0.782,0.045,0.376,7.24,7.191
2020-12-31,3350000000,252000000,13257000000,764000000,0.33,0.019,0.189,6.875,6.875
2020-09-30,3001000000,427000000,12660000000,760000000,0.562,0.034,0.023,0.267,0.292
2020-06-30,2561000000,-71000000,12049000000,759000000,-0.094,-0.006,-0.129,-1.772,-1.794
2020-03-31,2391000000,-96000000,12198000000,760000000,-0.126,-0.008,,,
2019-12-31,2817000000,32000000,12907000000,764000000,0.042,0.002,,,
2019-09-30,2934000000,337000000,13034000000,775000000,0.435,0.026,,,
2019-06-30,2940000000,92000000,13425000000,781000000,0.118,0.007,,,
2021-12-31,14082000000,1906000000,12333000000,849000000,2.245,0.155,0.246,2.723,2.35
2020-12-31,11303000000,512000000,13257000000,764000000,0.67,0.039,-0.017,-0.467,-0.467
2019-12-31,11503000000,960000000,12907000000,764000000,1.257,0.074,0.019,-0.099,-0.066
2018-12-31,11290000000,1066000000,13792000000,792000000,1.346,0.077,,,
