fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,7593000000,2854000000,23849000000,583000000,4.895,0.12,0.593,1.606,1.597
2022-06-30,7407000000,2238000000,22312000000,583000000,3.839,0.1,0.79,1.467,1.455
2022-03-31,3983000000,390000000,21540000000,582000000,0.67,0.018,0.078,-0.424,-0.426
2021-12-31,6044000000,1985000000,22180000000,584000000,3.399,0.089,1.038,4.882,4.838
2021-09-30,4765000000,1095000000,21765000000,581000000,1.885,0.05,1.122,27.071,26.984
2021-06-30,4139000000,907000000,20881000000,580000000,1.564,0.043,2.752,1.997,1.995
2021-03-31,3694000000,677000000,20762000000,580000000,1.167,0.033,-0.217,66.7,66.52
2020-12-31,2965498000,337466000,20301887000,579624000,0.582,0.017,-0.314,-0.47,-0.471
2020-09-30,2246000000,-42000000,20148326000,579055000,-0.073,-0.002,-0.478,-1.068,-1.068
2020-06-30,1103000000,-910000000,20387557000,578719000,-1.572,-0.045,-0.765,-2.073,-2.071
2020-03-31,4718000000,10000000,21470675000,578462000,0.017,0.0,,,
2019-12-31,4320246000,636521000,21640716000,578219000,1.101,0.029,,,
2019-09-30,4303455000,615122000,21124280000,577839000,1.065,0.029,,,
2019-06-30,4697630000,847841000,20630276000,577460000,1.468,0.041,,,
2021-12-31,18642000000,4664000000,22180000000,584000000,7.986,0.21,0.69,8.709,8.651
2020-12-31,11032000000,-605000000,20301887000,579624000,-1.044,-0.03,-0.365,-1.221,-1.221
2019-12-31,17380000000,2735000000,21640716000,578219000,4.73,0.126,0.006,-0.2,-0.202
2018-12-31,17275399000,3419040000,19364188000,577035000,5.925,0.177,,,
