fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-12-31,173038000,59226000,1081093000,37648148,1.573,0.055,0.049,0.135,0.143
2022-09-30,171974000,59307000,1018740000,37636921,1.576,0.058,0.063,0.023,0.034
2022-06-30,181892000,66922000,1000802000,37640008,1.778,0.067,0.033,-0.005,0.004
2022-03-31,185884000,64769000,1023541000,37816250,1.713,0.063,-0.048,-0.195,-0.191
2021-12-31,164994000,52185000,1041309000,37918956,1.376,0.05,-0.046,-0.284,-0.283
2021-09-30,161779000,57958000,1055299000,38026483,1.524,0.055,-0.007,-0.145,-0.146
2021-06-30,176163000,67288000,1021860000,38008484,1.77,0.066,-0.047,-0.198,-0.199
2021-03-31,195273000,80457000,988233000,37985818,2.118,0.081,0.156,0.075,0.073
2020-12-31,172950000,72931000,955061000,38005330,1.919,0.076,0.333,0.451,0.448
2020-09-30,162960000,67776000,897539000,37964882,1.785,0.076,0.238,0.255,0.249
2020-06-30,184795000,83854000,853484000,37937960,2.21,0.098,,,
2020-03-31,168978000,74816000,797883000,37914922,1.973,0.094,,,
2019-12-31,129774000,50273000,770091000,37935984,1.325,0.065,,,
2019-09-30,131597000,54002000,694623000,37780778,1.429,0.078,,,
2022-12-31,726383000,250224000,1081093000,37648148,6.646,0.231,0.04,-0.03,-0.023
2021-12-31,698209000,257888000,1041309000,37918956,6.801,0.248,0.012,-0.139,-0.137
2020-12-31,689683000,299377000,955061000,38005330,7.877,0.313,0.349,0.461,0.458
2019-12-31,511352000,204902000,770091000,37935984,5.401,0.266,,,
