fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,3570000000,583100000,13144000000,221838696,2.628,0.044,0.257,-0.045,-0.048
2022-06-30,3189300000,582100000,13643900000,222000000,2.622,0.043,0.224,0.091,0.089
2022-03-31,2945100000,530500000,13955100000,222000000,2.39,0.038,0.177,0.121,0.119
2021-12-31,2994200000,560400000,13825100000,221900000,2.525,0.041,0.261,0.163,0.161
2021-09-30,2841100000,610400000,13539700000,221000000,2.762,0.045,0.225,0.254,0.254
2021-06-30,2604700000,533600000,13082900000,221600000,2.408,0.041,0.261,0.195,0.193
2021-03-31,2502000000,473100000,12726200000,221600000,2.135,0.037,0.129,-0.01,-0.012
2020-12-31,2375200000,482000000,12683600000,221500000,2.176,0.038,0.053,0.013,0.011
2020-09-30,2320100000,486800000,12079800000,221000000,2.203,0.04,0.016,-0.033,-0.037
2020-06-30,2065200000,446500000,11659300000,221200000,2.019,0.038,-0.071,-0.085,-0.088
2020-03-31,2216300000,477800000,11371900000,221200000,2.16,0.042,,,
2019-12-31,2254700000,475600000,11556000000,220900000,2.153,0.041,,,
2019-09-30,2283200000,503200000,11053600000,220000000,2.287,0.046,,,
2019-06-30,2224000000,488000000,11386100000,220600000,2.212,0.043,,,
2022-09-30,12698600000,2256100000,13144000000,221838696,10.17,0.172,0.23,0.075,0.071
2021-09-30,10323000000,2099100000,13539700000,221000000,9.498,0.155,0.166,0.113,0.113
2020-09-30,8856300000,1886700000,12079800000,221000000,8.537,0.156,-0.007,0.072,0.067
2019-09-30,8918900000,1760000000,11053600000,220000000,8.0,0.159,,,
