fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,686900000,120600000,2470800000,74000000,1.63,0.049,-0.025,-0.313,-0.312
2022-06-30,770800000,188500000,2424400000,74000000,2.547,0.078,0.064,0.006,0.006
2022-03-31,720000000,173800000,2326200000,74100000,2.345,0.075,0.074,0.149,0.145
2021-12-31,733900000,147700000,2335400000,74200000,1.991,0.063,0.261,0.501,0.497
2021-09-30,704300000,175600000,2202300000,74100000,2.37,0.08,0.293,1.134,1.128
2021-06-30,724300000,187300000,2032600000,74000000,2.531,0.092,0.384,1.054,1.048
2021-03-31,670700000,151200000,1829000000,73800000,2.049,0.083,0.365,1.035,1.029
2020-12-31,581800000,98400000,1854500000,74000000,1.33,0.053,0.236,0.54,0.542
2020-09-30,544900000,82300000,1718900000,73900000,1.114,0.048,0.195,0.462,0.464
2020-06-30,523200000,91200000,1606300000,73800000,1.236,0.057,0.114,0.38,0.378
2020-03-31,491500000,74300000,1490200000,73600000,1.01,0.05,,,
2019-12-31,470600000,63900000,1573200000,74100000,0.862,0.041,,,
2019-09-30,456100000,56300000,1487600000,74000000,0.761,0.038,,,
2019-06-30,469700000,66100000,1445100000,73700000,0.897,0.046,,,
2021-12-31,2831600000,661800000,2335400000,74200000,8.919,0.283,0.319,0.912,0.906
2020-12-31,2146900000,346200000,1854500000,74000000,4.678,0.187,0.167,0.432,0.434
2019-12-31,1839900000,241700000,1573200000,74100000,3.262,0.154,0.071,0.168,0.168
2018-12-31,1717400000,206900000,1396300000,74100000,2.792,0.148,,,
