fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,1255300000,50400000,1903700000,117700000,0.428,0.026,0.073,-0.25,-0.259
2022-06-30,1701300000,248100000,1919100000,117300000,2.115,0.129,0.111,-0.047,-0.057
2022-03-31,1513400000,176600000,1821000000,116900000,1.511,0.097,0.098,0.07,0.061
2021-12-31,1236800000,47200000,1748100000,116800000,0.404,0.027,0.186,-0.162,-0.169
2021-09-30,1169900000,67200000,1753800000,116300000,0.578,0.038,0.167,0.021,0.015
2021-06-30,1531600000,260400000,1809100000,116100000,2.243,0.144,0.125,0.134,0.124
2021-03-31,1377800000,165000000,1589300000,115900000,1.424,0.104,0.117,-0.011,-0.023
2020-12-31,1042800000,56300000,1434000000,115800000,0.486,0.039,0.094,4.574,4.526
2020-09-30,1002400000,65800000,1413800000,115600000,0.569,0.047,0.073,0.177,0.167
2020-06-30,1361900000,229700000,1346500000,115100000,1.996,0.171,0.124,0.254,0.245
2020-03-31,1233200000,166800000,1202500000,114500000,1.457,0.139,,,
2019-12-31,953200000,10100000,1125400000,114800000,0.088,0.009,,,
2019-09-30,934400000,55900000,1143400000,114600000,0.488,0.049,,,
2019-06-30,1211200000,183200000,1127500000,114300000,1.603,0.162,,,
2022-06-30,5621400000,539100000,1919100000,117300000,4.596,0.281,0.139,-0.015,-0.025
2021-06-30,4936200000,547500000,1809100000,116100000,4.716,0.303,0.105,0.184,0.174
2020-06-30,4466500000,462500000,1346500000,115100000,4.018,0.343,0.035,-0.041,-0.047
2019-06-30,4316300000,482100000,1127500000,114300000,4.218,0.428,,,
