fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,2303000000,279000000,-408000000,167500000,1.666,-0.684,0.126,-0.091,-0.083
2022-06-30,2070000000,228000000,-443000000,166900000,1.366,-0.515,0.089,-0.222,-0.211
2022-03-31,1892000000,267000000,-316000000,167600000,1.593,-0.845,0.097,0.094,0.108
2021-12-31,2271000000,401000000,-40000000,168700000,2.377,-10.025,-0.001,-0.027,-0.023
2021-09-30,2046000000,307000000,-263000000,169100000,1.815,-1.167,0.136,0.498,0.5
2021-06-30,1901000000,293000000,-358000000,169300000,1.731,-0.818,0.223,1.17,1.178
2021-03-31,1724000000,244000000,-496000000,169700000,1.438,-0.492,0.042,0.239,0.241
2020-12-31,2273000000,412000000,-558000000,169400000,2.432,-0.738,-0.044,0.689,0.699
2020-09-30,1801000000,205000000,-756000000,169400000,1.21,-0.271,-0.058,-0.232,-0.225
2020-06-30,1554000000,135000000,-830000000,169900000,0.795,-0.163,-0.12,-0.348,-0.366
2020-03-31,1654000000,197000000,-948000000,170000000,1.159,-0.208,,,
2019-12-31,2377000000,244000000,-700000000,170500000,1.431,-0.349,,,
2019-09-30,1911000000,267000000,-1101000000,171000000,1.561,-0.243,,,
2019-06-30,1765000000,207000000,-970000000,165100000,1.254,-0.213,,,
2021-12-31,7942000000,1245000000,-40000000,168700000,7.38,-31.125,0.1,0.312,0.317
2020-12-31,7223000000,949000000,-558000000,169400000,5.602,-1.701,-0.046,0.093,0.1
2019-12-31,7574000000,868000000,-700000000,170500000,5.091,-1.24,0.031,-0.101,-0.138
2018-12-31,7344000000,966000000,-1293000000,163500000,5.908,-0.747,,,
