fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,1072744000,58270000,2318530000,63249881,0.921,0.025,0.148,-0.557,-0.561
2022-06-30,1277413000,156359000,2418879000,63662510,2.456,0.065,0.402,0.231,0.21
2022-03-31,1126302000,113858000,2308134000,63449380,1.794,0.049,0.408,-0.236,-0.248
2021-12-31,1067071000,142895000,2213774000,62992133,2.268,0.065,0.402,0.143,0.132
2021-09-30,934718000,131570000,1782072000,62690437,2.099,0.074,0.348,0.144,0.138
2021-06-30,911429000,127036000,1655900000,62605166,2.029,0.077,0.691,0.921,0.91
2021-03-31,799711000,148993000,1524730000,62478734,2.385,0.098,0.713,2.351,2.332
2020-12-31,761082000,125001000,1390293000,62388940,2.004,0.09,0.288,0.796,0.787
2020-09-30,693259000,114970000,1230192000,62353473,1.844,0.093,0.174,0.521,0.512
2020-06-30,538916000,66145000,1097730000,62267083,1.062,0.06,0.014,0.068,0.062
2020-03-31,466862000,44460000,1023642000,62126481,0.716,0.043,,,
2019-12-31,590932000,69614000,1032382000,62072444,1.121,0.067,,,
2019-09-30,590431000,75574000,934264000,61973447,1.219,0.081,,,
2019-06-30,531464000,61958000,865940000,61921711,1.001,0.072,,,
2021-12-31,3703400000,550494000,2213774000,62992133,8.739,0.249,0.51,0.57,0.555
2020-12-31,2452209000,350576000,1390293000,62388940,5.619,0.252,0.134,0.391,0.384
2019-12-31,2161866000,252007000,1032382000,62072444,4.06,0.244,0.091,0.058,0.051
2018-12-31,1981176000,238257000,760549000,61668673,3.864,0.313,,,
