fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,1631440000,344696000,17616335000,161554000,2.134,0.02,0.441,2.342,2.12
2022-06-30,1488415000,272214000,17139335000,161412000,1.686,0.016,0.435,-0.293,-0.361
2022-03-31,1212252000,-149569000,16929981000,158198000,-0.945,-0.009,0.347,-19.418,-16.987
2021-12-31,1132515000,74895000,16189542000,158043880,0.474,0.005,1.442,-0.83,-0.853
2021-09-30,1132042000,103147000,14723238000,150854000,0.684,0.007,0.124,0.273,0.054
2021-06-30,1037411000,385084000,14191022000,145825000,2.641,0.027,0.242,0.677,0.43
2021-03-31,899971000,8121000,12990406000,137319000,0.059,0.001,0.1,-0.567,-0.617
2020-12-31,463720000,441484000,11725712000,136690329,3.23,0.038,0.136,1.181,0.927
2020-09-30,1006902000,81056000,10701814000,124901000,0.649,0.008,0.473,2.717,2.541
2020-06-30,835286000,229654000,9431440000,124333000,1.847,0.024,0.193,1.916,1.613
2020-03-31,818245000,18765000,9322586000,121433000,0.155,0.002,,,
2019-12-31,408114000,202441000,8865826000,120800315,1.676,0.023,,,
2019-09-30,683632000,-47202000,7790232000,112120000,-0.421,-0.006,,,
2019-06-30,699880000,78767000,7629020000,111433000,0.707,0.01,,,
2021-12-31,4201939000,571247000,16189542000,158043880,3.614,0.035,0.177,-0.259,-0.359
2020-12-31,3569438000,770959000,11725712000,136690329,5.64,0.066,0.272,1.123,0.876
2019-12-31,2806701000,363165000,8865826000,120800315,3.006,0.041,1.327,-0.043,-0.12
2018-12-31,1205971000,379312000,7341965000,111011816,3.417,0.052,,,
