fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-12-31,2997000000,657000000,-529000000,207200000,3.171,-1.242,-0.058,-0.239,-0.194
2022-09-30,2639000000,408000000,-783000000,210900000,1.935,-0.521,-0.001,1.453,1.485
2022-06-30,2930000000,501000000,684000000,213300000,2.349,0.732,0.048,0.322,0.407
2022-03-31,3576000000,1023000000,1177000000,215300000,4.752,0.869,0.037,0.12,0.182
2021-12-31,3181000000,863000000,1061000000,219300000,3.935,0.813,0.104,0.647,0.721
2021-09-30,2642000000,-900000000,2209000000,225400000,-3.993,-0.407,0.156,-4.273,-4.377
2021-06-30,2795000000,379000000,4462000000,227000000,1.67,0.085,0.165,-0.048,-0.024
2021-03-31,3450000000,913000000,4260000000,227100000,4.02,0.214,0.072,0.183,0.214
2020-12-31,2882000000,524000000,3495000000,229200000,2.286,0.15,-0.001,0.401,0.435
2020-09-30,2286000000,275000000,3542000000,232600000,1.182,0.078,-0.039,0.239,0.262
2020-06-30,2399000000,398000000,3601000000,232700000,1.71,0.111,,,
2020-03-31,3219000000,772000000,3169000000,233200000,3.31,0.244,,,
2019-12-31,2885000000,374000000,3375000000,234700000,1.594,0.111,,,
2019-09-30,2379000000,222000000,3492000000,236900000,0.937,0.064,,,
2022-12-31,12142000000,2589000000,-529000000,207200000,12.495,-4.894,0.006,1.063,1.183
2021-12-31,12070000000,1255000000,1061000000,219300000,5.723,1.183,0.123,-0.363,-0.334
2020-12-31,10745000000,1969000000,3495000000,229200000,8.591,0.563,-0.0,0.285,0.316
2019-12-31,10747000000,1532000000,3375000000,234700000,6.527,0.454,,,
