fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,893000000,248885000,2227052000,73727244,3.376,0.112,0.182,0.064,0.171
2022-06-30,861300000,262171000,2687669000,75934303,3.453,0.098,0.291,0.336,0.453
2022-03-31,789241000,217952000,2904416000,77339047,2.818,0.075,0.297,0.183,0.275
2021-12-31,802255000,225004000,2866580000,78879551,2.853,0.078,0.3,0.072,0.137
2021-09-30,755477000,234007000,3174985000,81197846,2.882,0.074,0.291,0.239,0.273
2021-06-30,667400000,196247000,3488847000,82595087,2.376,0.056,0.271,0.238,0.26
2021-03-31,608623000,184239000,3296499000,83336476,2.211,0.056,-0.079,0.253,0.259
2020-12-31,617333000,209851000,3355411000,83666163,2.508,0.063,-0.117,-0.109,-0.091
2020-09-30,585283000,188817000,2937750000,83396765,2.264,0.064,-0.141,-0.164,-0.13
2020-06-30,525146000,158488000,2966434000,84049888,1.886,0.053,-0.188,-0.394,-0.376
2020-03-31,661093000,147060000,2796229000,83770697,1.756,0.053,,,
2019-12-31,698881000,235510000,3711616000,85342156,2.76,0.063,,,
2019-09-30,681048000,225805000,3900310000,86770906,2.602,0.058,,,
2019-06-30,647094000,261651000,3843372000,86535000,3.024,0.068,,,
2021-12-31,2833700000,839497000,2866580000,78879551,10.643,0.293,0.186,0.192,0.264
2020-12-31,2388900000,704216000,3355411000,83666163,8.417,0.21,-0.098,-0.213,-0.197
2019-12-31,2648800000,895073000,3711616000,85342156,10.488,0.241,0.088,0.103,0.11
2018-12-31,2433492000,811483000,3340180000,85845344,9.453,0.243,,,
