fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,6093000000,1984000000,22949000000,239000000,8.301,0.086,0.365,0.899,0.938
2022-06-30,6920000000,2371000000,23790000000,242000000,9.798,0.1,1.024,5.239,5.033
2022-03-31,6172000000,2009000000,23668000000,243000000,8.267,0.085,1.525,29.7,25.802
2021-12-31,4317000000,763000000,22837000000,242000000,3.153,0.033,1.326,16.744,11.098
2021-09-30,4463000000,1045000000,23193000000,244000000,4.283,0.045,1.578,13.294,9.314
2021-06-30,3419000000,380000000,22638000000,234000000,1.624,0.017,3.075,1.846,1.597
2021-03-31,2444000000,-70000000,18146000000,210000000,-0.333,-0.004,0.081,-1.241,-1.19
2020-12-31,1856000000,43000000,11569000000,165000000,0.261,0.004,-0.303,-0.881,-0.882
2020-09-30,1731000000,-85000000,11654000000,165000000,-0.515,-0.007,-0.255,-1.368,-1.372
2020-06-30,839000000,-449000000,11740000000,165000000,-2.721,-0.038,-0.564,-1.657,-1.705
2020-03-31,2260000000,291000000,12211000000,166000000,1.753,0.024,,,
2019-12-31,2664000000,361000000,12119000000,164000000,2.201,0.03,,,
2019-09-30,2325000000,231000000,11856000000,167000000,1.383,0.019,,,
2019-06-30,1923000000,-169000000,11876000000,168000000,-1.006,-0.014,,,
2021-12-31,14643000000,2118000000,22837000000,242000000,8.752,0.093,1.19,11.59,8.22
2020-12-31,6685000000,-200000000,11569000000,165000000,-1.212,-0.017,-0.283,-1.259,-1.257
2019-12-31,9325000000,773000000,12119000000,164000000,4.713,0.064,-0.01,-0.21,-0.176
2018-12-31,9415000000,978000000,12111000000,171000000,5.719,0.081,,,
