fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,2148480000,646596000,25256493000,174609000,3.703,0.026,0.362,0.305,-0.038
2022-06-30,1982817000,217522000,25794531000,177367000,1.226,0.008,0.338,-0.525,-0.656
2022-03-31,1455445000,362174000,17876020000,128945000,2.809,0.02,-0.046,-0.19,-0.193
2021-12-31,1407621000,457968000,17903405000,128700000,3.558,0.026,-0.367,-0.028,-0.031
2021-09-30,1577210000,495460000,17528771000,128689000,3.85,0.028,0.188,0.331,0.327
2021-06-30,1481455000,458069000,16720304000,128671000,3.56,0.027,0.311,0.9,0.894
2021-03-31,1525486000,447249000,16446508000,128537000,3.48,0.027,0.198,0.664,0.679
2020-12-31,2223630000,471140000,16187283000,128302000,3.672,0.029,0.383,-0.044,-0.021
2020-09-30,1327074000,372136000,16101013000,128285000,2.901,0.023,-0.131,-0.225,-0.197
2020-06-30,1130316000,241054000,15945105000,128275000,1.879,0.015,-0.252,-0.491,-0.462
2020-03-31,1273741000,268822000,15815794000,129696000,2.073,0.017,,,
2019-12-31,1608017000,493066000,15716649000,131479000,3.75,0.031,,,
2019-09-30,1526911000,480081000,15779811000,132965000,3.611,0.03,,,
2019-06-30,1511410000,473260000,15691827000,135433000,3.494,0.03,,,
2021-12-31,5991772000,1858746000,17903405000,128700000,14.442,0.104,0.006,0.374,0.369
2020-12-31,5954761000,1353152000,16187283000,128302000,10.547,0.084,-0.038,-0.299,-0.281
2019-12-31,6191943000,1929149000,15716649000,131479000,14.673,0.123,0.044,0.006,0.069
2018-12-31,5928302000,1918080000,15460191000,139696000,13.73,0.124,,,
