fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,3309000000.0,324000000.0,-4913000000.0,418500000.0,,,,,
2022-06-30,3453000000.0,321000000.0,-4997000000.0,421400000.0,,,,,
2022-03-31,3377000000.0,311000000.0,-5029000000.0,424200000.0,,,,,
2021-12-31,3525000000.0,281000000.0,-3625000000.0,434700000.0,,,,,
2021-09-30,3587000000.0,331000000.0,-3854000000.0,425800000.0,,,,,
2021-06-30,3674000000.0,326000000.0,-3856000000.0,427900000.0,,,,,
2021-03-31,3376000000.0,308000000.0,-3910000000.0,429100000.0,,,,,
2020-12-31,3493000000.0,251000000.0,-3832000000.0,433400000.0,,,,,
2020-09-30,3229000000.0,266000000.0,-4024000000.0,433200000.0,,,,,
2020-06-30,2988000000.0,224000000.0,-4242000000.0,433100000.0,,,,,
2020-03-31,2966000000.0,165000000.0,-4821000000.0,433100000.0,,,,,
2019-12-31,3353000000.0,218000000.0,,,,,,,
2019-09-30,3313000000.0,317000000.0,,,,,,,
2019-06-30,3351000000.0,308000000.0,,,,,,,
2019-03-31,3101000000.0,273000000.0,,,,,,,
2021-12-31,14162000000.0,1246000000.0,-3625000000.0,434700000.0,2.866,-0.344,0.121,0.375,0.371
2020-12-31,12634000000.0,906000000.0,-3832000000.0,433400000.0,2.09,-0.236,,,
,,,1700000000.0,436400000.0,,,,,
