fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2023-01-31,975304000,293677000,5213652000,476564148,0.616,0.056,0.125,0.022,-0.491
2022-10-31,902007000,245848000,4852834000,476195814,0.516,0.051,0.115,-0.056,-0.53
2022-07-31,866183000,263735000,4625599000,238040974,1.108,0.057,0.159,0.03,0.026
2022-04-30,939049000,278620000,4353054000,237613616,1.173,0.064,0.283,-0.029,-0.033
2022-01-31,866727000,287412000,4089856000,237474492,1.21,0.07,0.408,0.486,0.478
2021-10-31,808670000,260363000,3793821000,237181350,1.098,0.069,0.364,0.3,0.294
2021-07-31,747625000,255974000,3529201000,237014273,1.08,0.073,0.422,0.546,0.535
2021-04-30,732064000,286796000,3249377000,236568394,1.212,0.088,0.33,0.945,0.929
2021-01-31,615782000,193440000,2942592000,236307042,0.819,0.066,0.071,0.147,0.134
2020-10-31,592738000,200285000,2710833000,236118007,0.848,0.074,0.069,-0.082,-0.096
2020-07-31,525659000,165533000,2489516000,235315337,0.703,0.066,,,
2020-04-30,550360000,147487000,2281011000,234701014,0.628,0.065,,,
2020-01-31,575140000,168707000,2124729000,233636685,0.722,0.079,,,
2019-10-31,554424000,218180000,1926599000,232433578,0.939,0.113,,,
2022-07-31,3481864000,1090130000,4625599000,238040974,4.58,0.236,0.295,0.164,0.159
2021-07-31,2689665000,936495000,3529201000,237014273,3.951,0.265,0.219,0.338,0.328
2020-07-31,2205583000,699907000,2489516000,235315337,2.974,0.281,0.08,0.183,0.155
2019-07-31,2041957000,591693000,1778381000,229790268,2.575,0.333,,,
