fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-12-31,828568000,172207000,608737000,82894000,2.077,0.283,0.034,0.058,0.079
2022-09-30,841661000,180938000,475999000,82995000,2.18,0.38,0.039,0.033,0.056
2022-06-30,860546000,131979000,457008000,83428000,1.582,0.289,0.042,-0.349,-0.335
2022-03-31,836549000,193965000,639798000,84164000,2.305,0.303,0.076,-0.05,-0.037
2021-12-31,801090000,162771000,689992000,84562000,1.925,0.236,0.111,-0.069,-0.059
2021-09-30,810421000,175235000,754754000,84880000,2.065,0.232,0.123,0.198,0.204
2021-06-30,826142000,202582000,747460000,85096000,2.381,0.271,0.296,0.36,0.359
2021-03-31,777707000,204257000,702696000,85365000,2.393,0.291,0.242,0.827,0.817
2020-12-31,720938000,174790000,632088000,85449000,2.046,0.277,0.191,0.931,0.932
2020-09-30,721789000,146219000,440576000,85300000,1.714,0.332,0.192,0.343,0.353
2020-06-30,637592000,148940000,272963000,85049000,1.751,0.546,,,
2020-03-31,626336000,111827000,107674000,84929000,1.317,1.039,,,
2019-12-31,605446000,90496000,177473000,85471000,1.059,0.51,,,
2019-09-30,605303000,108837000,202418000,85888000,1.267,0.538,,,
2022-12-31,3367324000,679089000,608737000,82894000,8.192,1.116,0.047,-0.088,-0.07
2021-12-31,3215360000,744845000,689992000,84562000,8.808,1.079,0.188,0.28,0.294
2020-12-31,2706655000,581776000,632088000,85449000,6.808,0.92,0.125,0.36,0.361
2019-12-31,2406908000,427720000,177473000,85471000,5.004,2.41,,,
