fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,1615339000,190055000,1190878000,39054302,4.866,0.16,0.144,0.029,0.056
2022-06-30,2055818000,307283000,1229058000,39588231,7.762,0.25,0.15,0.183,0.199
2022-03-31,1412650000,179261000,1174278000,40110126,4.469,0.153,0.332,0.817,0.816
2021-12-31,1035557000,107609000,1071393000,40192901,2.677,0.1,0.234,0.819,0.82
2021-09-30,1411448000,184665000,985212000,40079584,4.607,0.187,0.239,0.551,0.553
2021-06-30,1787833000,259695000,874748000,40131570,6.471,0.297,0.396,0.648,0.645
2021-03-31,1060745000,98655000,657928000,40086256,2.461,0.15,0.566,2.191,2.179
2020-12-31,839261000,59174000,639470000,40232210,1.471,0.093,0.441,2.283,2.27
2020-09-30,1139229000,119098000,589501000,40153287,2.966,0.202,0.268,0.498,0.493
2020-06-30,1280846000,157555000,486791000,40041683,3.935,0.324,0.142,0.199,0.195
2020-03-31,677288000,30912000,348398000,39930962,0.774,0.089,,,
2019-12-31,582234000,18024000,410180000,40074160,0.45,0.044,,,
2019-09-30,898500000,79525000,405970000,40020216,1.987,0.196,,,
2019-06-30,1121328000,131390000,343169000,39897898,3.293,0.383,,,
2021-12-31,5295584000,650624000,1071393000,40192901,16.188,0.607,0.345,0.774,0.776
2020-12-31,3936623000,366738000,639470000,40232210,9.116,0.574,0.23,0.402,0.397
2019-12-31,3199517000,261575000,410180000,40074160,6.527,0.638,0.067,0.116,0.1
2018-12-31,2998097000,234461000,223590000,39506067,5.935,1.049,,,
