fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,7333000000,400000000,8380000000,141100000,2.835,0.048,0.229,-0.251,-0.238
2022-06-30,6586000000,702000000,8738000000,141200000,4.972,0.08,0.078,0.17,0.202
2022-03-31,6385000000,418000000,8436000000,142200000,2.94,0.05,0.048,-0.307,-0.283
2021-12-31,5850000000,394000000,8146000000,142800000,2.759,0.048,0.003,-0.711,-0.7
2021-09-30,5968000000,534000000,8082000000,143500000,3.721,0.066,0.166,0.066,0.099
2021-06-30,6111000000,600000000,7866000000,145100000,4.135,0.076,0.586,1.174,1.211
2021-03-31,6092000000,603000000,8109000000,147000000,4.102,0.074,0.216,0.18,0.199
2020-12-31,5830000000,1361000000,8062000000,147900000,9.202,0.169,0.045,0.037,0.06
2020-09-30,5118000000,501000000,7700000000,147900000,3.387,0.065,-0.113,-0.195,-0.151
2020-06-30,3852000000,276000000,7192000000,147600000,1.87,0.038,-0.381,-0.591,-0.564
2020-03-31,5011000000,511000000,7068000000,149300000,3.423,0.072,,,
2019-12-31,5578000000,1313000000,7507000000,151200000,8.684,0.175,,,
2019-09-30,5768000000,622000000,7810000000,155900000,3.99,0.08,,,
2019-06-30,6221000000,675000000,8278000000,157400000,4.288,0.082,,,
2021-12-31,24021000000,2131000000,8146000000,142800000,14.923,0.262,0.213,0.191,0.234
2020-12-31,19811000000,1789000000,8062000000,147900000,12.096,0.222,-0.16,-0.208,-0.191
2019-12-31,23571000000,2260000000,7507000000,151200000,14.947,0.301,-0.008,0.056,0.109
2018-12-31,23771000000,2141000000,7348000000,158791324,13.483,0.291,,,
