fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,1746000000,419000000,7679000000,433000000,0.968,0.055,0.079,0.194,0.191
2022-06-30,1734000000,421000000,7861000000,433000000,0.972,0.054,0.095,0.26,0.258
2022-03-31,1742000000,421000000,8036000000,433000000,0.972,0.052,0.173,6.259,6.242
2021-12-31,1654000000,353000000,8258000000,432000000,0.817,0.043,0.108,-0.305,-0.307
2021-09-30,1618000000,351000000,8516000000,432000000,0.812,0.041,0.089,1.153,1.148
2021-06-30,1583000000,334000000,8713000000,432000000,0.773,0.038,0.099,0.67,0.612
2021-03-31,1485000000,58000000,8923000000,432000000,0.134,0.007,0.045,-0.686,-0.697
2020-12-31,1493000000,508000000,9461000000,431000000,1.179,0.054,0.047,1.442,1.357
2020-09-30,1486000000,163000000,9502000000,431000000,0.378,0.017,0.003,-0.401,-0.422
2020-06-30,1440000000,200000000,9826000000,417000000,0.48,0.02,-0.005,-0.187,-0.189
2020-03-31,1421000000,185000000,10121000000,417000000,0.444,0.018,,,
2019-12-31,1426000000,208000000,10489000000,416000000,0.5,0.02,,,
2019-09-30,1482000000,272000000,10786000000,416000000,0.654,0.025,,,
2019-06-30,1447000000,246000000,11013000000,416000000,0.591,0.022,,,
2021-12-31,6340000000,1096000000,8258000000,432000000,2.537,0.133,0.086,0.038,0.035
2020-12-31,5840000000,1056000000,9461000000,431000000,2.45,0.112,0.013,0.228,0.185
2019-12-31,5763000000,860000000,10489000000,416000000,2.067,0.082,0.073,0.538,0.535
2018-12-31,5370000000,559000000,11571000000,415000000,1.347,0.048,,,
