fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,4845000000,676000000,24582000000,994000000,0.68,0.027,-0.004,-0.438,-0.447
2022-06-30,4239000000,465000000,23656000000,980000000,0.474,0.02,0.054,0.16,0.157
2022-03-31,5327000000,597000000,23491000000,980000000,0.609,0.025,0.15,3.066,3.059
2021-12-31,9632000000,391000000,34393000000,979000000,0.399,0.011,0.187,0.089,0.086
2021-09-30,4863000000,1203000000,33851000000,978000000,1.23,0.036,-0.451,1.401,1.396
2021-06-30,4020000000,401000000,32140000000,978000000,0.41,0.012,-0.451,-0.23,-0.233
2021-03-31,4632000000,-289000000,32015000000,977000000,-0.296,-0.009,-0.47,-1.497,-1.495
2020-12-31,8114000000,359000000,32585000000,976000000,0.368,0.011,-0.027,-0.627,-0.628
2020-09-30,8853000000,501000000,32884000000,976000000,0.513,0.015,-0.009,-0.351,-0.354
2020-06-30,7322000000,521000000,32703000000,975000000,0.534,0.016,-0.048,0.076,0.073
2020-03-31,8747000000,582000000,32482000000,974000000,0.598,0.018,,,
2019-12-31,8343000000,962000000,32224000000,973000000,0.989,0.03,,,
2019-09-30,8929000000,772000000,32023000000,972000000,0.794,0.024,,,
2019-06-30,7689000000,484000000,31548000000,972000000,0.498,0.015,,,
2021-12-31,36347000000,1706000000,34393000000,979000000,1.743,0.05,0.1,-0.131,-0.134
2020-12-31,33039000000,1963000000,32585000000,976000000,2.011,0.06,-0.041,-0.352,-0.354
2019-12-31,34438000000,3028000000,32224000000,973000000,3.112,0.094,-0.043,0.453,0.446
2018-12-31,35978000000,2084000000,30741000000,968187955,2.152,0.068,,,
