fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,44316000000,2817000000,21912000000,390000000,7.223,0.129,0.509,5.084,5.349
2022-06-30,51499000000,4693000000,20969000000,404000000,11.616,0.224,0.866,27.969,28.184
2022-03-31,38347000000,905000000,18821000000,408000000,2.218,0.048,0.856,2.286,2.282
2021-12-31,35565000000,1009000000,18430000000,407000000,2.479,0.055,1.142,3.811,3.811
2021-09-30,29368000000,463000000,17476000000,407000000,1.138,0.026,0.858,1.998,1.998
2021-06-30,27598000000,162000000,17651000000,407000000,0.398,0.009,1.654,-0.871,-0.871
2021-03-31,20657000000,-704000000,17801000000,407000000,-1.73,-0.04,-0.065,0.62,0.619
2020-12-31,16604000000,-359000000,18801000000,407000000,-0.882,-0.019,-0.404,-1.339,-1.339
2020-09-30,15809000000,-464000000,19223000000,407000000,-1.14,-0.024,-0.42,-1.762,-1.771
2020-06-30,10397000000,1253000000,19847000000,406000000,3.086,0.063,-0.641,1.047,1.093
2020-03-31,22102000000,-1851000000,18842000000,408000000,-4.537,-0.098,,,
2019-12-31,27879000000,1060000000,21803000000,407000000,2.604,0.049,,,
2019-09-30,27249000000,609000000,21107000000,412000000,1.478,0.029,,,
2019-06-30,28933000000,612000000,21345000000,415000000,1.475,0.029,,,
2021-12-31,113250000000,930000000,18430000000,407000000,2.285,0.05,0.745,1.654,1.654
2020-12-31,64912000000,-1421000000,18801000000,407000000,-3.491,-0.076,-0.401,-1.587,-1.587
2019-12-31,108324000000,2422000000,21803000000,407000000,5.951,0.111,-0.074,-0.224,-0.199
2018-12-31,117033000000,3122000000,21667000000,420000000,7.433,0.144,,,
