fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,1955000000,232700000,11474600000,499575175,0.466,0.02,-0.11,-0.65,-0.649
2022-06-30,2016900000,256400000,11543700000,498356132,0.514,0.022,-0.058,-0.415,-0.41
2022-03-31,2063900000,349600000,11540700000,500374393,0.699,0.03,-0.002,-0.084,-0.077
2021-12-31,2208600000,453200000,11552900000,502519277,0.902,0.039,0.133,0.312,0.32
2021-09-30,2196800000,665700000,11223400000,501807677,1.327,0.059,0.394,7.437,7.325
2021-06-30,2140000000,438400000,10875200000,502870612,0.872,0.04,0.801,0.51,0.487
2021-03-31,2067100000,381800000,10563400000,504341424,0.757,0.036,0.545,3.827,3.74
2020-12-31,1948900000,345300000,10400900000,505472834,0.683,0.033,0.38,-0.015,-0.03
2020-09-30,1575900000,78900000,10114500000,495116677,0.159,0.008,0.085,-0.742,-0.74
2020-06-30,1188100000,290400000,10114200000,495369948,0.586,0.029,-0.195,0.181,0.202
2020-03-31,1338300000,79100000,9903400000,495284908,0.16,0.008,,,
2019-12-31,1412700000,350500000,10081600000,497599517,0.704,0.035,,,
2019-09-30,1452500000,306400000,9906500000,499303269,0.614,0.031,,,
2019-06-30,1476700000,245900000,9911000000,504120477,0.488,0.025,,,
2022-09-30,8244400000,1291900000,11474600000,499575175,2.586,0.113,-0.013,-0.295,-0.291
2021-09-30,8352800000,1831200000,11223400000,501807677,3.649,0.163,0.515,1.292,1.262
2020-09-30,5515000000,798900000,10114500000,495116677,1.614,0.079,-0.045,-0.332,-0.326
2019-09-30,5774500000,1195700000,9906500000,499303269,2.395,0.121,,,
