fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,2276000000,310000000,10838000000,737547000,0.42,0.029,-0.029,-0.357,-0.347
2022-06-30,2973000000,788000000,10816000000,741738000,1.062,0.073,-0.054,-0.233,-0.225
2022-03-31,3112000000,771000000,10237000000,745442000,1.034,0.075,0.242,0.132,0.137
2021-12-31,2206000000,416000000,10767000000,747301000,0.557,0.039,0.069,0.425,0.425
2021-09-30,2345000000,482000000,10369000000,749037000,0.643,0.046,0.111,0.703,0.697
2021-06-30,3144000000,1028000000,10400000000,749782000,1.371,0.099,0.928,13.278,13.211
2021-03-31,2506000000,681000000,9328000000,748751000,0.91,0.073,0.45,3.54,3.525
2020-12-31,2063000000,292000000,8731000000,747385000,0.391,0.033,0.333,21.857,21.799
2020-09-30,2110000000,283000000,8527000000,746398000,0.379,0.033,0.263,1.859,1.854
2020-06-30,1631000000,72000000,8202000000,746251000,0.096,0.009,-0.036,-0.438,-0.439
2020-03-31,1728000000,150000000,8082000000,746206000,0.201,0.019,,,
2019-12-31,1548000000,-14000000,8177000000,745300000,-0.019,-0.002,,,
2019-09-30,1671000000,99000000,8599000000,745071000,0.133,0.012,,,
2019-06-30,1692000000,128000000,8724000000,744905000,0.172,0.015,,,
2021-12-31,10201000000,2607000000,10767000000,747301000,3.489,0.242,0.354,2.271,2.271
2020-12-31,7532000000,797000000,8731000000,747385000,1.066,0.091,0.149,11.487,11.458
2019-12-31,6554000000,-76000000,8177000000,745300000,-0.102,-0.009,-0.123,-1.102,-1.102
2018-12-31,7476000000,748000000,9046000000,746391000,1.002,0.083,,,
