fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,6221800000,841700000,11580600000,340437227,2.472,0.073,0.755,1.263,1.521
2022-06-30,6011800000,1035900000,11751300000,352052452,2.942,0.088,0.958,1.369,1.551
2022-03-31,4706700000,1182000000,11638400000,362008984,3.265,0.102,0.991,6.543,6.899
2021-12-31,3378200000,664800000,10604100000,379091544,1.754,0.063,0.54,-0.197,-0.197
2021-09-30,3544600000,371900000,10420400000,379267122,0.981,0.036,0.393,60.984,60.956
2021-06-30,3070900000,437200000,10338000000,379090013,1.153,0.042,0.364,8.224,8.224
2021-03-31,2363700000,156700000,9624200000,379090013,0.413,0.016,0.397,1.772,1.774
2020-12-31,2193600000,827900000,9581400000,379091544,2.184,0.086,0.553,1.899,1.898
2020-09-30,2544700000,-6200000,8532800000,379090013,-0.016,-0.001,-0.132,0.859,0.859
2020-06-30,2252000000,47400000,8493000000,379090013,0.125,0.006,-0.077,1.203,1.207
2020-03-31,1691400000,-203000000,8386200000,380045964,-0.534,-0.024,,,
2019-12-31,1412700000,-921000000,9185500000,378764442,-2.432,-0.1,,,
2019-09-30,2930000000,-44100000,10100400000,380045964,-0.116,-0.004,,,
2019-06-30,2441000000,-233100000,10473000000,385867417,-0.604,-0.022,,,
2021-12-31,12357400000,1630600000,10604100000,379091544,4.301,0.154,0.423,1.448,1.448
2020-12-31,8681700000,666100000,9581400000,379091544,1.757,0.07,-0.025,1.624,1.624
2019-12-31,8906300000,-1067400000,9185500000,378764442,-2.818,-0.116,-0.071,-3.271,-3.311
2018-12-31,9587300000,470000000,10397300000,385470085,1.219,0.045,,,
