fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-12-31,20773000000,3933000000,44725000000,2365900000,1.662,0.088,-0.009,-0.069,-0.05
2022-09-30,20612000000,3939000000,44334000000,2385500000,1.651,0.089,0.013,-0.042,-0.025
2022-06-30,19515000000,3052000000,46854000000,2399200000,1.272,0.065,0.03,0.05,0.069
2022-03-31,19381000000,3355000000,45746000000,2400500000,1.398,0.073,0.07,0.026,0.051
2021-12-31,20953000000,4223000000,44893000000,2413400000,1.75,0.094,0.061,0.096,0.124
2021-09-30,20338000000,4112000000,46408000000,2428100000,1.694,0.089,0.053,-0.039,-0.016
2021-06-30,18946000000,2906000000,46654000000,2442100000,1.19,0.062,0.071,0.038,0.054
2021-03-31,18109000000,3269000000,46919000000,2459100000,1.329,0.07,0.052,0.121,0.128
2020-12-31,19745000000,3854000000,48540000000,2475800000,1.557,0.079,0.083,0.037,0.042
2020-09-30,19318000000,4277000000,48576000000,2486100000,1.72,0.088,0.085,0.19,0.199
2020-06-30,17698000000,2800000000,46878000000,2481100000,1.129,0.06,,,
2020-03-31,17214000000,2917000000,45941000000,2476200000,1.178,0.063,,,
2019-12-31,18240000000,3717000000,45908000000,2487000000,1.495,0.081,,,
2019-09-30,17798000000,3593000000,46984000000,2504000000,1.435,0.076,,,
2022-06-30,80187000000,14742000000,46854000000,2399200000,6.145,0.315,0.053,0.03,0.049
2021-06-30,76118000000,14306000000,46654000000,2442100000,5.858,0.307,0.073,0.098,0.116
2020-06-30,70950000000,13027000000,46878000000,2481100000,5.25,0.278,0.048,2.343,2.382
2019-06-30,67684000000,3897000000,47579000000,2509900000,1.553,0.082,,,
