fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,472511000,95975000,4543685000,87063000,1.102,0.021,0.071,0.125,0.127
2022-06-30,473850000,98800000,4452755000,87001000,1.136,0.022,0.061,0.054,0.056
2022-03-31,425077000,70988000,4363951000,87122000,0.815,0.016,0.17,-0.019,-0.023
2021-12-31,655667000,203171000,4484048000,87184000,2.33,0.045,0.051,-0.058,-0.069
2021-09-30,441168000,85342000,4339244000,87239000,0.978,0.02,0.202,0.128,0.11
2021-06-30,446654000,93716000,4250218000,87168000,1.075,0.022,0.158,-0.029,-0.046
2021-03-31,363226000,72398000,4111969000,86808000,0.834,0.018,0.191,0.572,0.553
2020-12-31,623686000,215632000,4097872000,86113000,2.504,0.053,0.283,0.3,0.286
2020-09-30,366965000,75627000,3589613000,85798000,0.881,0.021,0.067,-0.155,-0.171
2020-06-30,385661000,96564000,3438048000,85651000,1.127,0.028,0.046,-0.12,-0.137
2020-03-31,304985000,46064000,3292350000,85798000,0.537,0.014,,,
2019-12-31,486228000,165852000,3453379000,85183000,1.947,0.048,,,
2019-09-30,343899000,89463000,2923324000,84109000,1.064,0.031,,,
2019-06-30,368635000,109750000,2817286000,83978000,1.307,0.039,,,
2021-12-31,1906715000,454627000,4484048000,87184000,5.215,0.101,0.134,0.048,0.035
2020-12-31,1681297000,433887000,4097872000,86113000,5.039,0.106,0.109,-0.039,-0.049
2019-12-31,1515892000,451295000,3453379000,85183000,5.298,0.131,0.172,0.076,0.057
2018-12-31,1293636000,419375000,2649547000,83697000,5.011,0.158,,,
