fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,2143000000,191000000,4950000000,108386739,1.762,0.039,-0.047,-0.623,-0.62
2022-06-30,2449000000,434000000,4880000000,108346035,4.006,0.089,0.128,-0.193,-0.173
2022-03-31,2499000000,502000000,4607000000,108307341,4.635,0.109,0.411,0.559,0.621
2021-12-31,2326000000,524000000,4189000000,108023735,4.851,0.125,0.452,-0.639,-0.619
2021-09-30,2249000000,506000000,3919000000,109180323,4.635,0.129,0.629,1.444,1.625
2021-06-30,2171000000,538000000,3798000000,111115442,4.842,0.142,0.862,4.028,4.353
2021-03-31,1771000000,322000000,3542000000,112632584,2.859,0.091,0.238,0.477,0.55
2020-12-31,1602000000,1453000000,3526000000,114168464,12.727,0.412,0.063,32.791,34.385
2020-09-30,1381000000,207000000,2508000000,117229789,1.766,0.083,-0.112,-0.213,-0.185
2020-06-30,1166000000,107000000,2487000000,118288296,0.905,0.043,-0.253,-0.488,-0.464
2020-03-31,1431000000,218000000,2448000000,118228898,1.844,0.089,,,
2019-12-31,1507000000,43000000,2507000000,119555207,0.36,0.017,,,
2019-09-30,1555000000,263000000,2747000000,121333303,2.168,0.096,,,
2019-06-30,1561000000,209000000,2864000000,123740349,1.689,0.073,,,
2021-12-31,8518000000,1890000000,4189000000,108023735,17.496,0.451,0.527,-0.048,0.006
2020-12-31,5580000000,1985000000,3526000000,114168464,17.387,0.563,-0.112,1.33,1.44
2019-12-31,6284000000,852000000,2507000000,119555207,7.126,0.34,-0.12,-0.294,-0.244
2018-12-31,7139000000,1207000000,2984000000,128095849,9.423,0.404,,,
