fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,2887000000,357000000,1831000000,330000000,1.082,0.195,0.402,5.301,5.94
2022-06-30,3047000000,903000000,1508000000,342000000,2.64,0.599,0.735,1.664,1.952
2022-03-31,2133000000,1847000000,932000000,347000000,5.323,1.982,41.66,3.652,4.081
2021-12-31,2299000000,409000000,-1595000000,362000000,1.13,-0.256,0.784,39.9,41.649
2021-09-30,2059000000,-83000000,-1095000000,379000000,-0.219,0.076,0.8,-19.75,-19.695
2021-06-30,1756000000,339000000,-964000000,379000000,0.894,-0.352,1.946,1.878,1.876
2021-03-31,50000000,397000000,-1258000000,379000000,1.047,-0.316,-0.961,1.089,1.088
2020-12-31,1289000000,10000000,-1639000000,377482630,0.026,-0.006,-0.207,1.003,1.003
2020-09-30,1144000000,-4000000,-1641000000,378000000,-0.011,0.002,-0.237,0.966,0.966
2020-06-30,596000000,-386000000,-1635000000,378000000,-1.021,0.236,-0.632,-0.222,-0.218
2020-03-31,1279000000,-4480000000,-1246000000,378000000,-11.852,3.596,,,
2019-12-31,1625000000,-3118000000,3255000000,376062670,-8.291,-0.958,,,
2019-09-30,1500000000,-117000000,6301000000,377000000,-0.31,-0.019,,,
2019-06-30,1618000000,-316000000,6551000000,377000000,-0.838,-0.048,,,
2021-12-31,7985000000,1062000000,-1595000000,375000000,2.832,-0.666,0.854,1.219,1.22
2020-12-31,4308000000,-4860000000,-1639000000,377482630,-12.875,2.965,-0.343,-0.368,-0.363
2019-12-31,6553000000,-3553000000,3255000000,376062670,-9.448,-1.092,-0.156,-13.423,-13.378
2018-12-31,7764000000,286000000,7130000000,374696222,0.763,0.04,,,
