fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-10-29,1518000000,91000000,-2609000000,228000000,0.399,-0.035,-0.045,0.034,0.179
2022-07-30,1532000000,120000000,-2663000000,228000000,0.526,-0.045,-0.524,-0.679,-0.627
2022-04-30,1361000000,155000000,-2659000000,236000000,0.657,-0.058,-0.074,-0.44,-0.343
2022-01-29,3027000000,594000000,-1518000000,254000000,2.339,-0.391,-0.372,-0.308,-0.243
2021-10-30,1590000000,88000000,-1676000000,260000000,0.338,-0.053,-0.458,-0.734,-0.716
2021-07-31,3219000000,374000000,-1189000000,265000000,1.411,-0.315,0.388,8.633,9.007
2021-05-01,1470000000,277000000,-534000000,277000000,1.0,-0.519,-0.111,1.933,1.936
2021-01-30,4819000000,859000000,83000000,278000000,3.09,10.349,0.024,5.474,5.458
2020-10-31,2934000000,331000000,-1568000000,278000000,1.191,-0.211,0.096,2.313,2.304
2020-08-01,2319000000,-49000000,-1908000000,278000000,-0.176,0.026,56.975,-2.289,-2.28
2020-05-02,1654000000,-297000000,-1861000000,278000000,-1.068,0.16,,,
2020-02-01,4707000000,-192000000,52000000,277000000,-0.693,-3.692,,,
2019-11-02,2677000000,-252000000,-1242000000,276000000,-0.913,0.203,,,
2019-08-03,40000000,38000000,-933000000,276000000,0.138,-0.041,,,
2022-01-29,7299000000,1333000000,-1518000000,254000000,5.248,-0.878,-0.357,0.579,0.729
2021-01-30,11356000000,844000000,83000000,278000000,3.036,10.169,-0.091,3.306,3.298
2020-02-01,12496000000,-366000000,52000000,277000000,-1.321,-7.038,-0.028,-1.568,-1.564
2019-02-02,12852000000,644000000,59000000,275000000,2.342,10.915,,,
