fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-09-30,23984000000,2584000000,16968000000,870000000,2.97,0.152,0.035,0.109,0.116
2022-06-30,24595000000,2849000000,16289000000,874000000,3.26,0.175,0.05,0.065,0.066
2022-03-31,24204000000,2662000000,15416000000,874000000,3.046,0.173,0.057,-0.444,-0.446
2021-12-31,27041000000,3093000000,14253000000,874000000,3.539,0.217,0.086,1.924,1.92
2021-09-30,23184000000,2329000000,12041000000,875000000,2.662,0.193,0.092,0.19,0.181
2021-06-30,23424000000,2676000000,10805000000,875000000,3.058,0.248,0.145,0.514,0.498
2021-03-31,22908000000,4792000000,7147000000,872000000,5.495,0.67,0.27,3.966,3.92
2020-12-31,24896000000,-3347000000,657000000,870000000,-3.847,-5.094,0.21,-30.575,-30.249
2020-09-30,21238000000,1957000000,5592000000,868000000,2.255,0.35,0.159,0.118,0.113
2020-06-30,20459000000,1768000000,4363000000,866000000,2.042,0.405,0.134,0.049,0.048
2020-03-31,18035000000,965000000,3299000000,864000000,1.117,0.293,,,
2019-12-31,20568000000,-106000000,3267000000,861000000,-0.123,-0.032,,,
2019-09-30,18318000000,1750000000,5558000000,864000000,2.025,0.315,,,
2019-06-30,18048000000,1685000000,4405000000,865000000,1.948,0.383,,,
2021-12-31,96557000000,12890000000,14253000000,874000000,14.748,0.904,0.15,8.598,8.554
2020-12-31,83936000000,1343000000,657000000,870000000,1.544,2.044,0.143,-0.698,-0.701
2019-12-31,73435000000,4440000000,3267000000,861000000,5.157,1.359,0.031,-0.073,-0.068
2018-12-31,71237000000,4791000000,3021000000,866000000,5.532,1.586,,,
