fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-12-31,2712182000,454768000,3506849000,3218933,141.279,0.13,0.216,0.359,0.456
2022-09-30,2776900000,411393000,3084839000,3266000,125.962,0.133,0.159,0.239,0.351
2022-06-30,2658943000,433314000,2991666000,3286574,131.844,0.145,0.164,0.349,0.487
2022-03-31,2378409000,426100000,2725599000,3385000,125.879,0.156,0.165,0.713,0.859
2021-12-31,2230341000,334581000,3002378000,3447441,97.052,0.111,-0.048,0.097,0.176
2021-09-30,2395640000,332081000,3017051000,3561000,93.255,0.11,0.204,0.295,0.348
2021-06-30,2283598000,321295000,3042288000,3623000,88.682,0.106,0.409,0.958,0.99
2021-03-31,2041446000,248762000,3046507000,3673000,67.727,0.082,0.29,0.416,0.412
2020-12-31,2344015000,305004000,3103074000,3696000,82.523,0.098,0.178,0.191,0.17
2020-09-30,1990012000,256466000,2918993000,3706000,69.203,0.088,0.041,0.146,0.136
2020-06-30,1620368000,164075000,2612412000,3682000,44.561,0.063,,,
2020-03-31,1582528000,175703000,2416919000,3663000,47.967,0.073,,,
2019-12-31,1990195000,256137000,2341244000,3633000,70.503,0.109,,,
2019-09-30,1911264000,223787000,2371457000,3672000,60.944,0.094,,,
2022-12-31,10526434000,1725575000,3506849000,3218933,536.07,0.492,0.176,0.395,0.494
2021-12-31,8951025000,1236719000,3002378000,3447441,358.735,0.412,0.188,0.372,0.471
2020-12-31,7536923000,901248000,3103074000,3696000,243.844,0.29,0.02,0.026,0.008
2019-12-31,7388664000,878539000,2341244000,3633000,241.822,0.375,,,
