fiscalDateEnding,totalRevenue,netIncome,totalShareholderEquity,commonStockSharesOutstanding,eps,roe,totalRevenuePercentChange,netIncomePercentChange,epsPercentChange
2022-12-31,1319500000,398400000,5806700000,608300000,0.655,0.069,0.001,0.188,0.219
2022-09-30,1325900000,343500000,6217800000,619400000,0.555,0.055,0.013,0.01,0.018
2022-06-30,1374800000,406400000,5943600000,619800000,0.656,0.068,-0.0,-0.17,-0.165
2022-03-31,1341800000,373600000,5844900000,621400000,0.601,0.064,0.103,0.105,0.105
2021-12-31,1317800000,335300000,5835900000,624100000,0.537,0.057,0.106,-0.626,-0.625
2021-09-30,1309400000,340100000,5541300000,624200000,0.545,0.061,0.147,0.046,0.044
2021-06-30,1375000000,489500000,5133300000,623100000,0.786,0.095,0.484,5.016,5.005
2021-03-31,1216900000,338200000,4658400000,621800000,0.544,0.073,0.074,0.089,-0.638
2020-12-31,1191700000,895400000,4574300000,624300000,1.434,0.196,0.015,0.008,-0.662
2020-09-30,1141700000,325200000,4210300000,622900000,0.522,0.077,0.041,0.184,-0.604
2020-06-30,926800000,-121900000,3839100000,621400000,-0.196,-0.032,,,
2020-03-31,1133200000,310600000,3901100000,206500000,1.504,0.08,,,
2019-12-31,1174100000,887900000,4148300000,209100000,4.246,0.214,,,
2019-09-30,1096800000,274700000,3814800000,208500000,1.318,0.072,,,
2022-12-31,5362000000,1521900000,5806700000,608300000,2.502,0.262,0.027,0.013,0.039
2021-12-31,5219100000,1503100000,5835900000,624100000,2.408,0.258,0.191,0.825,0.826
2020-12-31,4382800000,823400000,4574300000,624300000,1.319,0.18,0.011,-0.213,-0.737
2019-12-31,4333200000,1046900000,4148300000,209100000,5.007,0.252,,,
